ID	Tweet	Affect Dimension	Intensity Score
2018-Es-01586	Qp con la morra esta quien se cree ? 	joy	0.104
2018-Es-03987	@rocKo_roll Verga, bueno el martes 	joy	0.292
2018-Es-06475	Esta bien divertido ver streams mientras estas con amigos aunque sea en discord	joy	0.604
2018-Es-01505	Acá acostada re depre viendo #CaniggiaLibre  jajajaja 	joy	0.177
2018-Es-06059	@mandilu9026 @cindysanr Si es Belinda no importa eh 😅	joy	0.396
2018-Es-05940	@Aguarin531 Nah, por ahorita no. Pero deseáme suerte pa después	joy	0.313
2018-Es-05480	Hoy si me di gusto jugando xbox	joy	0.625
2018-Es-04815	El viernes se viene el frío con lluvia. Ya era necesario, ese clima me pone de buenas y cero amargado. 😀	joy	0.521
2018-Es-03260	No puedo esperar a que sea mañana y ver el súper drama que habrá en mi salón 	joy	0.375
2018-Es-06307	@KevenYHensy Yo se que sus madres tiene que estar muy orgullosa 💕💞💟😍	joy	0.688
2018-Es-04185	por toda una vida junto a la familia que uno elige. los que están siempre, los de verdad. ¡feliz día! 💗	joy	0.717
2018-Es-02278	Estoy escabiando desde las 11 de la mañana tipo me desayune una birra y me voy a ir tomando una 	joy	0.354
2018-Es-02862	@LesleyNieto y mucho pinchi chamaca 	joy	0.304
2018-Es-04820	Adivinen quién se va #Cuzco el próximo mes 🙋 #Feliz ❤👌	joy	0.813
2018-Es-04577	Tiziana preguntándome si tengo novio y no me creía encima 😆	joy	0.521
2018-Es-01912	Todos los días me despierto orgulloso de los amigxs que elegí 😀	joy	0.833
2018-Es-02778	@ysoniaaparicio_ jajajajj postaa deja ni fiesta vamos directo al civil. Yo me enamoro minimo 2 veces por dia en el subte 	joy	0.659
2018-Es-02880	@VjRodil @tugorditafav Esto me dio mucha risa JAJAJA	joy	0.646
2018-Es-00228	@VZaferson @diegoreba Difiero 	joy	0.333
2018-Es-06076	Te amo entendelo jaja 	joy	0.696
2018-Es-04243	@nachosaldes #TodosSomosFake  y si te vas más en la volá, en la vida real muchos lo son 	joy	0.271
2018-Es-01813	@MiguelStraube 😱😱 5 años ya no lo puedo creer 	joy	0.391
2018-Es-00355	Mañana es festivo, claro, todos cuando no he entrado a clases todo bien prrs	joy	0.391
2018-Es-04210	Quien tiene un amigo, tiene dos almas... Feliz día !	joy	0.826
2018-Es-01878	Compartimos el gusto por los gatos y el odio por el llanto de los niños.	joy	0.417
2018-Es-03198	@KLibrado ¡Feliz día!	joy	0.688
2018-Es-06167	Me gusta cuando me hablan para ver que se hará en mi cumple 	joy	0.739
2018-Es-03773	@AgustinTerrazaa Ya lo sé 	joy	0.313
2018-Es-01068	Ahora si a dormir.. Mañana temprano viene mi amiga! 😀	joy	0.625
2018-Es-04490	@Ana_PaYT nwn thx Ana 😄  también quería poner a Endi pero ya no me dió tiempo 😥 mejor para la otra 😜	joy	0.438
2018-Es-02087	@Maguizanini Ah sos graciosa sos	joy	0.500
2018-Es-02648	...espero que con esto haya bajado 10 kilos 😂 #AyAjá #SeValeSoñar	joy	0.625
2018-Es-01154	Es chistoso cuando tienes una conversación corta con alguien y te alegra totalmente el día.	joy	0.813
2018-Es-02864	@kareen_sh Super si Bebé, el viernes, hay peda con Alda🙊 Yo más forever, eres la más divertida JAJAJAJA💓	joy	0.870
2018-Es-00143	@aparego Siii! Genial!!!	joy	0.739
2018-Es-00387	@Victoria_Fons No no me pega 😅	joy	0.417
2018-Es-03039	Creo que si fuera más copada o divertida tendría más amigos pero no #felizdiadelamigo	joy	0.479
2018-Es-05900	Pensé que era joda que se iba a poner ese nombre 	joy	0.370
2018-Es-03888	Que manera de cargarme de risa en ese baby shawer. 	joy	0.750
2018-Es-00357	@Liev_Melenas La resurrección de Nikki 	joy	0.457
2018-Es-01139	@IvanovickAG Yo también, super más joven que tú 	joy	0.522
2018-Es-06027	No entiendo porqué tengo que madrugar un festivo, no entieeendo.	joy	0.174
2018-Es-00148	@riveraalfaro_ A mi me resultaba con cosas heladas siempre tomaba helado en esos casos 😅	joy	0.479
2018-Es-00127	@lanaranja @ClubNaranjeros Jamás, mis propósitos son semanales 	joy	0.333
2018-Es-00331	Tengo ganas de robarte una sonrisa y decirte que te quiero✨🎶	joy	0.750
2018-Es-05207	@mac1eod te acompaño 😊	joy	0.542
2018-Es-05916	La vdd es que ya me quiero ir a SF, porque emocionado	joy	0.604
2018-Es-01080	@nidiaferr_ Con mucho gusto 🌮😂	joy	0.708
2018-Es-05923	@miledelval La dicha se repitita?	joy	0.354
2018-Es-02298	No vale la pena aferrarte a algo sólo porque te hace sonreír de vez en cuando.	joy	0.167
2018-Es-05926	Que lindo es revivir viejos tiempos 😀	joy	0.646
2018-Es-01542	@cllnahhue JAJAJAJA estallé mal, cualquier parecido con la realidad es pura coincidencia 😅	joy	0.630
2018-Es-02301	No puedo creer que me haya animado a mandar un mail para audicionar!! Oh por dios 😱	joy	0.565
2018-Es-05203	@NekoJitaBlog Pues eso, que él defiende que deben dormirse en su cama... 	joy	0.188
2018-Es-02072	@Mirandasv10 Llámame vos 	joy	0.283
2018-Es-06685	Ahora se viene la mejor parte de Encantada lpm✨✨✨✨	joy	0.604
2018-Es-00679	Mi hermano es un boom en Instagram 😆 toy perdiendo plata creo	joy	0.458
2018-Es-06381	3. Pero lo mejor fue la estocada: Lizarazo, sonriente, mira a Escobar Gil y le dice: "Por cierto, el ponente de esta sentencia fue Ud." ¡Ja!	joy	0.542
2018-Es-04511	Que buena onda verle sonreír a alguien cuando te saluda, tipo que te transmite la alegria.	joy	0.739
2018-Es-02453	Feliiz Diia Amig@😊😊 Que lo pasen genial😊👌	joy	0.739
2018-Es-05787	¿Les ha pasado que alguna vez estas buscando tu lápiz y al final lo tienes en tu mano? Algo así pasa con la felicidad.	joy	0.396
2018-Es-05991	15 días para inscribir materias y casi un mes para entrar de nuevo. Que está dicha tan hijueputa!	joy	0.167
2018-Es-05898	-Mi amiga de la ibero que siempre me visita cuando estoy triste en León. Te quiero un buen amo la vibra y la alegría que siempre transmites.	joy	0.674
2018-Es-02332	Guanlin con quince es el segundo más alto del grupo. El basquet le va perfecto así seguramente juega muy bien.	joy	0.438
2018-Es-01433	¡Feliz día a todos mis amigos y a los caretas que dicen serlos síganla chupando!	joy	0.673
2018-Es-02357	@poxoleytor Cagamos amika 	joy	0.429
2018-Es-02814	Estoy muy contenta contigo y tu carita 😻.	joy	0.813
2018-Es-06011	@KidGuilty @cathy El que dejó embarazada a su mina y tenía crías en todo Chile 	joy	0.375
2018-Es-03837	Viste cuando tenes un novio super celoso 	joy	0.292
2018-Es-02758	No puedo creer como Junior Arias puede ser titular en un cuadro argentino 	joy	0.188
2018-Es-06532	No superó la noche  de ayer 	joy	0.458
2018-Es-03703	Hablamos, sos copadisimo jajajajaja igual sos re estupido bue, mentira feo 	joy	0.708
2018-Es-02591	@cynthialrm @Karina750901 Me incluyo y no estoy orgulloso de ello 😓	joy	0.283
2018-Es-02529	@MakysVila En todos lados 	joy	0.417
2018-Es-03581	¿Por qué Bad Bunny se vestirá tan mal? 	joy	0.188
2018-Es-01850	Tengo las conversaciones mas interesantes con el. 😊	joy	0.674
2018-Es-04911	@adosvoces_tn jaja que genial bonelli y compañia, ahora creen en encuestas? Gano Vidal 😳 Gano Trump 😳 y dijeron q no servian! #PocaMemoria	joy	0.370
2018-Es-03726	@ToritaMyQueen @Valentin_Ass Eso lo hace más gracioso aún	joy	0.646
2018-Es-03904	El sábado andaba como pico y las pibas de tango me trataron re bien, re cariñosas. Parece que tengo que andar así, para que me traten bien 	joy	0.548
2018-Es-05315	@edusadeci es correcto, pero es ilegal… en cualquier país 	joy	0.239
2018-Es-00959	@lvm__20 @rolandoB13 te hablan x2 	joy	0.292
2018-Es-03660	Que te duela la panza de tanto reirte, eso no se paga con nada 	joy	0.813
2018-Es-04328	Necesito personas que digan a todo "si" y no que salgan con "peros" 	joy	0.313
2018-Es-03024	@Ronald_MacKay Que verga 	joy	0.109
2018-Es-00827	@chicaelectric_a Es que de verdad, lo único que hice fue cocinar y ver tele jajaja 	joy	0.500
2018-Es-00629	@mandrilles Descanse en la tarde. gracias amigo.   	joy	0.521
2018-Es-02724	Es idea mía o tembló? Quizás estoy hueona y solo se me movió el piso a mi (? 😅	joy	0.500
2018-Es-05804	Buenas noches mis princesas, que tengan dulces sueños💕😴 MAÑANA NUEVO VIDEOOOOO estoy muy emocionada ya las extraño 😢❤️ las amo	joy	0.938
2018-Es-04832	@javier_ruescas Deberías cantar junto a @verogv15 la canción de tu canal bienvenidos al canal de @javier_ruescas que divertido saludos	joy	0.604
2018-Es-04583	Al que no ha visto, no le consta. Por ende no inventen chismes 	joy	0.146
2018-Es-06731	Si quieres verla sonreír háblale de mi y ella te dirá cómo fue que se le olvido todo aquello que eras tú cuando me conoció a mi	joy	0.636
2018-Es-02830	@armandozhoil Cierto... ¡Disfrútalo! 	joy	0.625
2018-Es-05424	@MINDSREV0LUTI0N @PabloHiriart Tú ni filosofía tienes, solovino enajenado, solo entras a zurrar en la red a nombre de tu mesías 	joy	0.370
2018-Es-02743	@lifeislali Para mi todos no! No creo que taaaan justo Nicolás la lleve a donde están todos los malos 	joy	0.333
2018-Es-00314	Ver las imágenes que he subido a Twitter es que si lo más vergonzoso 	joy	0.208
2018-Es-04691	"Grandes cosas ha hecho el Señor con nosotros;  Estamos alegres." #Salmo 126:3 #ConfidenteEspiritual  #Alegría #Espiritualidad	joy	0.826
2018-Es-03844	@Mariangel1888 De cerca no es tan buena 😂	joy	0.438
2018-Es-05170	Se acuerdan de esa época en twitter en que las polémicas eran del nivel de la #pipetón? Qué ordinarias las de ahora. 	joy	0.375
2018-Es-04772	@ArenaZeroOk @Fairy_Tail_DD ¡Claro! Por nuestra parte aceptamos con mucho gusto 👌	joy	0.696
2018-Es-03475	@MaiteOficial ¿Cuál fue la última experiencia divertida con tus fans?#MaitePlaticandoConSusLocas 😁	joy	0.563
2018-Es-05470	Siempre que llego a casa de noche mi perro me viene a saludar y se va corriendo a mi cama antes que llegue yo 	joy	0.523
2018-Es-04260	@ARIANACARET4 LOL lo siento pero eso es gracioso	joy	0.500
2018-Es-00884	Murió en el apogeo de su carrera. Ahora está en el cielo cantando junto a Amy Winehouse y mientras Hendrix toca la guitarra. #QEPDLeTongue	joy	0.130
2018-Es-05307	@lucianosantin01 No es gracioso	joy	0.208
2018-Es-00871	A veces siento que la soledad es mas agradable!!	joy	0.250
2018-Es-06065	MB si no me equivoco una vez me confundi de snap y te mande terrible escracho mio jaja,me re copa q estes estudiando el prof suerte con eso💪	joy	0.500
2018-Es-03345	Dejen cenar a gusto mbre	joy	0.354
2018-Es-03261	Sabes que no hay marcha atrás cuando comienzas a sonreír cada vez que hablas con esa persona. 😊	joy	0.833
2018-Es-06152	Pero la verdad es que por muy mierda que sea la Selecta, nos da más alegría que los 84 hijos de puta que solo van a ver porno a la AL (2/2)	joy	0.196
2018-Es-00738	Que dicha como uno va descubriendo la clase de personas con las q se relaciona.. 	joy	0.458
2018-Es-02314	@MundoQuemero @wanchopeabila9 Una cancion decia  HAY VIENE EL NEGRO RAMON BAILANDO ALEGRE EL BAYON	joy	0.500
2018-Es-02103	@_stf1006 @Tota_Reloaded Igualito 	joy	0.292
2018-Es-00079	@MarceloSureno Jajaajajajaja idiota!!! Oyeee suerte!!! Si ganas me debes unos churros! ☝️ acuérdate! 😂😂😂😂😂😂	joy	0.708
2018-Es-00477	Le dije a mi papá que me trajera cena y me dijo que si.... Llegó con sopa Maruchan 	joy	0.542
2018-Es-05060	Al decano no más ya me falta hacerle una sesión en la Poli 	joy	0.271
2018-Es-01952	Aqui convenciendo a mis amigas con novio que me lleven de violín al cine en el 3x2 de cinemarck 	joy	0.313
2018-Es-05253	@prensaFANB @vladimirpadrino estos terrorista estan a esta hora en pleno apogeo caudare palavecino Estado Lara mano dura camarada.	joy	0.250
2018-Es-03619	Que agradable señora	joy	0.729
2018-Es-05379	@audiomano A mí tampoco me agrado mucho eso. Especialmente por tratarse de él. No hay justificación.	joy	0.104
2018-Es-02021	@Pezonia Así será querida Natalia 	joy	0.313
2018-Es-02662	@KidGuilty @cathy @cokep Y cuando mató a otro q no me acuerdo pero una wna fue con su mamá al hospital de Buin 😂	joy	0.326
2018-Es-00438	¿y qué tiene la sonrisa más preciosa de todas?	joy	0.667
2018-Es-02395	Si esta bien que sean vacaciones PERO NO esta cool poner musica punchis punchis a todo volumen en miércoles para el deleite de tus vecinos✖️	joy	0.188
2018-Es-03083	Soy orgulloso, pero también sé pedir perdón a las personas que lo merecen.	joy	0.438
2018-Es-04261	Que genial esas personas que no llevas ni 10 minutos hablando y ya te habla con altísima confianza, aguante la gente confite caretas	joy	0.652
2018-Es-00938	Por lo general no critico ese tipo de cosas, pero... Wtf la gente rumbeando hoy? Como si mañana fuese un día festivo	joy	0.105
2018-Es-01181	Fue lindo ir juntas a nuestro primer toque de piñata, y fue chistoso que justo cuando grabaste josefina aparecí yo subida JAJAJA, te quiero	joy	0.929
2018-Es-02954	Los sueños no se deben quedar sólo como sueños! Hay que hacerlos realidad 🌟👑🌼💧#Feliz 😊	joy	0.667
2018-Es-01550	Es el chiste más gracioso que me han contado 🤗😂	joy	0.804
2018-Es-00741	quedarme con los momentos hermosos que me hizo pasar, y verla sonreír aunque sea sin mi me hace bien, otra no queda, a seguir para adelante	joy	0.522
2018-Es-03985	@caminantv Ánimo! 	joy	0.438
2018-Es-02815	Por que hptas tengo que ser tan orgullosa cuando se trata de el :(	joy	0.043
2018-Es-03464	@twentyone5sos_ 🤣 vale!!! tú dale no mas 	joy	0.292
2018-Es-03818	Neta estoy muy emocionado por el nuevo trabajo loooool a la semana ya me voy a querer salir	joy	0.646
2018-Es-02838	Soy muy afortunada de tener a mi familia hobbit	joy	0.615
2018-Es-04104	¡Feliz día a todos los que saben que son mis amigos! (Responde este tweet, si le doy fav eres uno de ellos :D)	joy	0.688
2018-Es-02941	@micatorres213 Jajaja yo te amo a vos, te voy a dar fernet más seguido 😂	joy	0.771
2018-Es-04366	La cantidad de personas q fueron parte de mi vida y se fueron,pero q contenta estoy de las q tengo ahora,no pido nada más ❣	joy	0.771
2018-Es-02183	Creo que voy a borrar snapchat a la mierda 	joy	0.125
2018-Es-05691	Lo peor es que ella habla como si en católica te preguntaran nombres de autores y cosas así, por ser literatura, es tan gracioso.	joy	0.522
2018-Es-00121	Uh me re emocione con esa canción 	joy	0.750
2018-Es-03028	Me parece increíble los consejos que me da mi bestie. 	joy	0.647
2018-Es-03399	@Paau_Liiz @GERARDONAVARR0 Es que ay :( 	joy	0.188
2018-Es-01953	@kareennevrez @carolynaat Jajajaja ayer ya no quería sacar cuentas jajaja 	joy	0.469
2018-Es-06477	@El_Universal_Mx Pues a esperar más explosiones de júbilo y alegría por dicho nombramiento.	joy	0.727
2018-Es-00124	Ya los vans ahora ahorrar 110 para los suede😂 suerte Lorena😩	joy	0.370
2018-Es-06702	Quiero hacer mis propias viñetas y una ilustradora random...soñare en un personaje(:  deseadme suerte	joy	0.565
2018-Es-01664	@_blxrryface Tengo que mirar bien la foto pero el 1mer collar si parece la virgen de Guadalupe 	joy	0.283
2018-Es-05880	Ya funciona, gracias @CinthitaLeon 😘. Ya nada @NetflixLAT 😀	joy	0.682
2018-Es-00538	@pepecandelaria @joelcanojr Con orgullo soy chillahermano. Chillé de alegría cuando les ganamos el campeonato.	joy	0.688
2018-Es-05616	@m_gerardo12 No, yo quiero que el equipo mejore en la cancha. Ahora, si se pierde y el equipo juega mal, habría que hacer una evaluación.	joy	0.313
2018-Es-04182	Llevarle comida a tu novio y verle esa carita de felicidad 🙈❤️	joy	0.958
2018-Es-01495	Hoy me atendió un mozo q me gustó. Llegué a mi casa y no se cómo mierda hice pero ya averigüe nombre apellido y gusto musical entre otros.	joy	0.583
2018-Es-01899	Personas, momentos, mensajes, cosas que te llenan el alma. #Feliz	joy	0.875
2018-Es-04603	Que lindo desactivar la alarma y dormir hasta cuando yo quiera, asi sí vale arrancar la semana 😄	joy	0.792
2018-Es-02419	Estoy tan emocionada con todo lo que tenga que ver con Disney y Marvel, que hasta ganas de brincar y gritar me dieron. 😍	joy	0.955
2018-Es-06744	@perrusky @Carlarendon @jvillalpandoc No dones perrus, neta ni una vez te hemos pedido eso 	joy	0.271
2018-Es-01094	"Rock of ages" de Tom Cruise en argumento no es tan buena, pero su soundtrack es espectacular. Para los amantes de la música de los 80s 	joy	0.479
2018-Es-04484	Lo peor que todos los que hemos citado ese tuit hemos caído jajajajaja de mulas    	joy	0.523
2018-Es-03067	Le mandaría eso a Sofi pero no soy tan mala porque sé que de verdad le asusta las arañas 	joy	0.152
2018-Es-06930	Programación de la Cuarta jornada a realizarse el día de hoy jueves 20 de Julio. Suerte a todos los equipos👏👏👏 @SecryGamer @seba1746	joy	0.522
2018-Es-03238	Parezco 🍅!!! 	joy	0.417
2018-Es-04011	tuve un lindo domingo 	joy	0.667
2018-Es-03990	@michellelovera5 @chochos Jajaja  igualitas 	joy	0.652
2018-Es-04400	Estaria necesitando a Santi para q me diga q hacer 	joy	0.370
2018-Es-05857	No puedo dormir, emocionado como cabro chico porque mañana voy a Santiago 😂 Ay señor porque soy tan huaso 🙄	joy	0.813
2018-Es-02294	@Pa_Lii Jajajajaj soy de lo de verdah, la pali no sé que da atrás si 	joy	0.479
2018-Es-03023	@DebRyanShow @TecnopolisNC #RutaPais2032 Mucha suerte🙏❤	joy	0.563
2018-Es-03537	@avilesmgl Yo tenia años sin ir, me gusto volver; hay agua, no como hace años. Descansa 	joy	0.625
2018-Es-04411	la satisfacción de hablar solo	joy	0.438
2018-Es-05800	Entonces te das cuenta que no es quien te mueve el piso, sino quien te centra 	joy	0.479
2018-Es-05233	It: Me gustó, pero en mi opinión le faltó algo, nose. Ojalá la hubieran pasado en 3D. En la espera del capítulo dos 	joy	0.500
2018-Es-06913	@jbryan_x Fui a verla el año pasado y tuvo su toque divertido pero esperaba más, ya veremos cómo va esta 😃	joy	0.500
2018-Es-05992	@omar_ADG Lo sé, soy brillante.	joy	0.667
2018-Es-04790	Juega vivo y piensa mal	joy	0.250
2018-Es-02044	Uno parece pendeja ganándose enemigas por un men 	joy	0.250
2018-Es-01685	@kaarenganem Tú no te hagas la graciosa que si los pides	joy	0.348
2018-Es-05475	@Prisicila_RV @AylinMadridG Ya lo sabía solo no quería decirlo 	joy	0.208
2018-Es-02098	"Quien tributa en tu país ayuda a mejorar tu bienestar" Eso ponía en un taxi. Qué mal se defienden.	joy	0.333
2018-Es-04012	Debería de estar leyendo, no viendo mis memes de hace dos años :( hasta llore de la risa... toot toot dooo	joy	0.674
2018-Es-01560	Mañana empiezo otras materias pero me va seguir dando clases la única maestra que me caga 	joy	0.146
2018-Es-01129	@JOELSHAMPU TE AMO❤FELIZ DÍA BIABOR	joy	0.773
2018-Es-05339	@juankfromchile En todo caso fue entretenida la conversación , buenas noches	joy	0.396
2018-Es-00108	@tintadearena Qué bien! 😃	joy	0.563
2018-Es-06298	Sabias que tu mente cuando sueñas recrea tus anhelos mas profundos 	joy	0.438
2018-Es-04633	+ actitud adversa cuando tropezó, le habría agradecido su preocupación.  Ahora bien; era en cierta forma muy divertido entablar una +	joy	0.478
2018-Es-03025	Amo el negro Mario 	joy	0.646
2018-Es-01613	Ni en las encuestas pedorras con un emoji tengo suerte	joy	0.188
2018-Es-03673	Cuantos amigos conoci y cuantos que perdi, pero sigo con los que mas queria ❤️ ¡Feliz dia a ellos, mi cable a tierra!	joy	0.870
2018-Es-03372	@moises32g Orale va se juega Pero no empiezas de gay	joy	0.292
2018-Es-00446	Pero sigo siendo el reeeey. 🎶 De los pendejos. 	joy	0.167
2018-Es-00366	Estoy segura de que en mi examen de hoy saqué 10 y estoy muy contenta, ya quiero hacer otro examen.🙈	joy	0.875
2018-Es-00037	Mañana me saco la duda 😊	joy	0.326
2018-Es-05224	Como se atreve a venir a mi casa asi como asi 	joy	0.182
2018-Es-02095	Esta demasiado orgullosa en verdad🌚	joy	0.500
2018-Es-00235	Gracias al Lcad Segundo Hinojosa Cruz por la invitación al grupo la alegría del vivir	joy	0.646
2018-Es-03146	Hace mucho que no veía 50 sombras de Grey. 	joy	0.479
2018-Es-01198	Tal vez el este super decepcionado, pero yo estoy super orgulloso de mi 😅. Pensé que nunca haría algo así.	joy	0.583
2018-Es-03696	@SherKitt No hay pena de carcel? 	joy	0.229
2018-Es-06518	¡Feliz día a mis amigos!	joy	0.854
2018-Es-04467	@Panagiotios ME agrada ver tus videos,aunq sean losos como el de los marshmallows! Ese fue muy gracioso!	joy	0.750
2018-Es-02796	@hernanmontes32 Dichoso tu que tienes esa mujer hermosa todos los dias para quererla de todas las formas 😈	joy	0.609
2018-Es-01727	Me robas una sonrisa... cuando de mis ojos sólo salen lágrimas!! Te Quiero!! 😘😘❤	joy	0.896
2018-Es-02890	Tiene dos versiones de negro: negro mate (Black) y negro brillante (Jet Black).  #Rayito	joy	0.333
2018-Es-05484	@laresolana ya quiero que empiece!!! Y mañana no me podré levantar 	joy	0.604
2018-Es-03094	Uy, mira, ya todos están casados, que divertido  Mientras todos disfrutan su matrimonio yo ando cogiendome a todas, que envidia, que envidia	joy	0.364
2018-Es-04162	@gonzalezdaniok Jajajajajaja hdp me la aplicaste  pequeños detalles lo de la cortadura fallas técnicas 	joy	0.563
2018-Es-03053	@saamuelperez este negro es muy gracioso se ve cool	joy	0.750
2018-Es-02297	@cquirarte Qué feo que venga la alegría se este prestando a esta farsa me dé secciona no pensé ver esto en tvz , eso solo en Televisa	joy	0.239
2018-Es-03339	@CarlosDonoso @AlfredoVallejos @flor_azul_64 Yo estoy pobre :(. 	joy	0.182
2018-Es-05573	Millones de razones para sonreír & darle gracias a dios por todos ✨	joy	0.854
2018-Es-01231	Que satisfacción encontrar Diles remix pero aja esperaba mucho más	joy	0.500
2018-Es-00400	estoy viendo encantada por milesima vez y por milesima vez dije que estaba enamorada de patrick dempsey	joy	0.771
2018-Es-01678	Me hubiese encantado que nada de eso pasara 😐	joy	0.104
2018-Es-06433	Últimamente Kai me atrae de sobre manera lpm es que es tan piola, tan alegre, tan hermoso, tan dios del baile, tan bebé tierno, tan bebo	joy	0.674
2018-Es-04777	No pongas en juego tu propia felicidad	joy	0.239
2018-Es-00375	@DebRyanShow #Rayito creo que eres la persona más famosa que hay en este mes , eres genial por eso tienes tantos seguidores xD	joy	0.652
2018-Es-03403	@Mary_Gmz4 Me conoce bien esa mujer, ¿Qué esperabas? 	joy	0.304
2018-Es-06610	@Luladebrackets Rose, la de Titanic 	joy	0.354
2018-Es-04867	@haroldazuara Tira el miedo cuando vayas al baño 	joy	0.375
2018-Es-02222	@df_casado Hola, me agrado tu perfil	joy	0.479
2018-Es-02784	@rodotailhade / estoy orgullosa de Ud diputado . Honra su su banca, a la Patria, a nosotros, y a la verdad	joy	0.543
2018-Es-02349	esto es muy emocionante #HaroldAzuara #KCAMexico	joy	0.833
2018-Es-01743	Barmby, ingresaste para darme una alegría dentro de tanta desgracia. @TimbersFC se que se recuperarán ⚽️	joy	0.625
2018-Es-04769	Juega arrancar el GYM de nuevo pero con este frío como que no da 😧❄	joy	0.304
2018-Es-04845	Pican jjjuerte los mosquitos 	joy	0.208
2018-Es-05701	Me cago de risa viendo vídeos de @Rubeooh 😂😍	joy	0.813
2018-Es-00834	Activos de nuevo 	joy	0.565
2018-Es-04191	y pensar que David ayudó a escribir el 2x25 es más emocionante, bc ha tenido continuación	joy	0.522
2018-Es-02207	@OscarAlessandr0 @GolDNakama Estoy al día con el manga y te dire una cosa, esa chica no es el waifu ideal para Tatara 	joy	0.250
2018-Es-02520	@sweetmygomez awww linda :’) don’t worry, a mi también se me pasa 😅	joy	0.521
2018-Es-02683	@Nicotalleres98 Jajajaja Naa 😆	joy	0.667
2018-Es-01239	Que sea lo que dios quiera, que sea 😃	joy	0.521
2018-Es-00389	¿Juega desde ya?	joy	0.458
2018-Es-04973	@gigif3 Fue gracioso me vio con cara de mierda y ahora que hago	joy	0.479
2018-Es-06861	@albertoperezs90 Ya aguantas más que yo y eso que no fumo 	joy	0.250
2018-Es-04951	@IgnacioBuiatti @ElchuiucalYT No era lo que esperaba pero estoy satisfecho AHRE	joy	0.479
2018-Es-05456	@celinegm_ @RudneyCoelho @lindberghfarias Coméquedorme 	joy	0.326
2018-Es-02287	@angiesmitha269 Yo másssss❤, por dicha ya pasó❤	joy	0.659
2018-Es-03913	@espefimbres igual pero con mi apa.. i have daddy issues okno 	joy	0.375
2018-Es-01209	Es la pendejada mas grande dicha por ti	joy	0.182
2018-Es-01948	@BTS_twt estoy re emocionada y orgullosa por el mixtape de hoseok, apoyenlo. Es un ángel.	joy	0.826
2018-Es-02002	@Camila_Cabello @BrunoMars ESTOY MUY EMOCIONADO, ESPERO Y PUEDAS VENIR A MÉXICO	joy	0.875
2018-Es-01429	—Ugh mental para ambos adultos.—   Que soez es uno y gracioso el otro.	joy	0.313
2018-Es-02457	Feliz día me dijo si habremos compartido baldes en lbbb" JAJAJAJAJAAJAAJ	joy	0.792
2018-Es-05442	@laresolana @elcapiperez no me hagas esto, ya me quería dormir y ahora tendré que ver la resolana 	joy	0.217
2018-Es-02359	Veo mis notas en la U y por primera vez me siento orgulloso, increible	joy	0.833
2018-Es-00748	Ise muchas cosas por vos que hoy en día no me arrepiento 	joy	0.375
2018-Es-05099	Me encanta ver a mi crush estudiar y que ella vaya entendiendo solita las cosas, me encanta ver su entusiasmo y como le brillan sus ojitos.	joy	0.783
2018-Es-02009	15 días para inscribir materias y casi un mes para entrar de nuevo. Que está dicha tan hpta!	joy	0.500
2018-Es-02996	Cada dia mas me enamoro eres mi fortuna y mi orooooo	joy	0.869
2018-Es-00376	Aprendí que mi felicidad depende mas de mi y que la familia es la única que siempre esta pa' ti.	joy	0.668
2018-Es-06049	@rosarioa Culisuelta se nace 	joy	0.250
2018-Es-04741	@JuanamartineezH ¿Será hoy mi día de suerte y me hackearas? #XtiianZechTrendy #JuanPabloJaramillo #CaeliTrendy #KCAMexico	joy	0.355
2018-Es-01503	@DragonMaidSucks genial, ahora me explico, esa era una imagen que era para apoyar tu ideología xd	joy	0.438
2018-Es-00272	Perfil:  — Bien webon. — Bien inocente. — Solamente juega juegos.  — Tiene actitudes de matanza.  — Seguramente me mate luego de esto¿	joy	0.109
2018-Es-01373	@paspadita Dale, lo vicho! Muchas gracias!! 😊	joy	0.652
2018-Es-04671	Parce pues normal 	joy	0.374
2018-Es-06498	Hubiese sido la yo del domingo y estaria hecha un mar de lágrimas 	joy	0.188
2018-Es-02259	@medicendaysi El martes no hay examen, así que que sea lo que Dios quiera 	joy	0.521
2018-Es-02965	@SamsungMobile Que genial yo lo quierooo	joy	0.604
2018-Es-00454	daa en serio se van a poner a subir fotos con todos sus amigos? es más divertido ver un documental de como crece el pasto	joy	0.313
2018-Es-06369	@PaoDEdwards Te aviso pues, lo más probable que un viernes de 4-6 	joy	0.250
2018-Es-05163	tengo una alegría cabrona 😤	joy	0.667
2018-Es-04139	Aunque siempre de las piernas porque siempre duermo sin camisa 	joy	0.341
2018-Es-02030	Fuera de joda que me siento afortunada por tener a las personas que tengo	joy	0.646
2018-Es-05455	@ephn25 🎶Y llevarte a la cima del cielo, donde existe un silencio total🎶  😭😭😭😭😭😭😭😭 Adolescencia destruida. 	joy	0.354
2018-Es-05886	No me convenció nadie, me convenció tu sonrisa 🎵	joy	0.583
2018-Es-05200	@JaYcob2423 @J_Tanie @annafvbiola Mucho gusto Juan jajajaja	joy	0.563
2018-Es-01034	No sé cómo mi hermana se dejó que le decolorara el cabello sin saber nada 	joy	0.283
2018-Es-05319	Wow!! Que día el de hoy!!! 😍 muy cansada pero todo quedo genial!! Ahora en casita a descansar	joy	0.783
