ID	Tweet	Affect Dimension	Intensity Class
2018-Es-06070	HIJO DE TU REPUTOSIMA BOMBA PERRA ESTUPIDA BABOSA MADRE😡😡😡😡😡😡😡sin ofender a su mama no la conozco es solamente una expresión de odio así el	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06468	Andaría necesitando masajes 	sadness	0: no se infieren niveles de tristeza
2018-Es-03326	"Cuarenta años estuve disgustado con la nación, Y dije: Pueblo es que divaga de corazón, Y no han conocido mis caminos."	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01289	Si antes no me daba sueño, ahora menos... que estrés. 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01911	@laclaux Bah, era como evoluciones del mismo sueño, sobre una casa en Córdoba. Hace un par de años la encontré. 	sadness	0: no se infieren niveles de tristeza
2018-Es-02949	@Noedglez1 Cualquiera diría que Noelia está enfadada conmigo, pero no, en realidad está enfada conmigo y ya	sadness	0: no se infieren niveles de tristeza
2018-Es-06737	NO más entrevistas a las 9 de la mañana please 	sadness	0: no se infieren niveles de tristeza
2018-Es-04267	Lamentamos profundamente el fallecimiento del usuario de BiciMAD por atropello en c/Alcalá. Nuestro más sentido pésame a la familia. …	sadness	3: se infiere un grado alto de tristeza
2018-Es-05530	@KiikaVell Mamalón...pero aburrido. XD	sadness	0: no se infieren niveles de tristeza
2018-Es-00655	@anablabla "Ay no, yo también estoy triste por muchas cosas y no por eso tengo ganas de morirme mi alma"	sadness	2: se infiere un grado moderado de tristeza
2018-Es-02739	Extraño muchisimo a Nacho 	sadness	3: se infiere un grado alto de tristeza
2018-Es-04016	Dios bendice al pueblo de Venezuela en esta horas de oscuridad, que llegue la luz!!!	sadness	0: no se infieren niveles de tristeza
2018-Es-00630	Hoy fue un día muy agotador, estoy muy cansada!!! Necesito masajeees	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05765	Que triste querer decirle lo mucho que amo a mi novio pero mi enojo no me lo permite	sadness	3: se infiere un grado alto de tristeza
2018-Es-05117	Valentinaa mañana vamos al mc ? Yo pago 😟	sadness	0: no se infieren niveles de tristeza
2018-Es-04166	Llevo 24 horas sintiéndome mal. 	sadness	3: se infiere un grado alto de tristeza
2018-Es-00233	Subió un chico lindo al bondi y no pare de mirarlo hasta que se acercó más y baje la mirada. Así de cagona soy. Me defraude a mi misma	sadness	2: se infiere un grado moderado de tristeza
2018-Es-04589	no me contesta y me enojo mas de lo ya estoy	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01692	La primera act en Derecho fue imaginar una soc sin Estado. La profesora ya va a conocer mi lado anarco 🙈 	sadness	0: no se infieren niveles de tristeza
2018-Es-03798	Impresionante lo cansado q estoy, todo el día con los pibes y los quiero ver a ma noche peeeero estoy con un sueñote	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03031	Sin dudas, 1 Verse siempre será el sencillo en solitario de Bangtan que, hasta el día de hoy, todos sabemos mereció mucho más.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05658	@Jhosy2121 Cuándo me he enojado contigo oe JAJAJAJA la hago un finde!	sadness	0: no se infieren niveles de tristeza
2018-Es-03988	Yo también 🙁	sadness	0: no se infieren niveles de tristeza
2018-Es-02370	@AlbertoRaimundi Hoy me convenciste, me ganaste por cansancio, sos un abosoluto HDP, jajajaja.	sadness	0: no se infieren niveles de tristeza
2018-Es-03151	-provocar. Tengo que comentar algo al respecto???	sadness	0: no se infieren niveles de tristeza
2018-Es-04961	Que triste lo de Chester	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05277	Me voy a llorar, que aún después del escrito no me he desahogado	sadness	3: se infiere un grado alto de tristeza
2018-Es-06404	Ellos darían hasta su vida por nosotros y hay personas que los maltratan y menosprecian. 😭	sadness	3: se infiere un grado alto de tristeza
2018-Es-00777	Vale tanto y yo no me había dado cuenta! 	sadness	0: no se infieren niveles de tristeza
2018-Es-06878	@DavidChoro Y mira que para que te espanten a ti.... 😈 	sadness	0: no se infieren niveles de tristeza
2018-Es-05698	@AndreaBathory sigo viendo Mai-hime. Weeey como extrañaba a Nao y Natsuki 😭 a Alyssa y Miyu awsaydkkskd incluso a la loca de Midori 😭	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03557	Las rolas de CoF SIEMPRE son larguísimas y siempre me sacan letras rebuscadas me cagan alv 😢	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04752	Que inquieto está este perro😂😂😂	sadness	0: no se infieren niveles de tristeza
2018-Es-04513	The1975 son los mejores los amo por siempre 	sadness	0: no se infieren niveles de tristeza
2018-Es-01940	Que noche más aburrida.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02999	@PaabloCarballo @felixsquash @LucasCsir23 @NicoFl2015 @leoferro5 @YamiLaCsir Nervioso yo??? Te pica el culo porteño. Amarguísimo	sadness	0: no se infieren niveles de tristeza
2018-Es-02757	Se que te sientes abandonada pero ma' yo estoy aqui.👫❤️	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01104	#PereiraEnVivo.   A esta hora congestión en la vía Pereira Santa Rosa por causa del trágico accidente de tránsito que dejó una mujer muerta.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-00115	Cansancio para regalar. Info aquí 👋	sadness	0: no se infieren niveles de tristeza
2018-Es-02557	Lo malo es que las personas no quieren salir conmigo 😟	sadness	3: se infiere un grado alto de tristeza
2018-Es-00170	Ansiedad y frustración, gracias por ser mis fieles compañeras.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-02808	Faa estoy re lleno 	sadness	0: no se infieren niveles de tristeza
2018-Es-06058	Nunca jueguen con mi ansiedad	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06214	@Sebass_Psi Porque soy una persona responsable, adulta, independiente, depresiva y con ganas d emorir.	sadness	3: se infiere un grado alto de tristeza
2018-Es-03596	Necesitaria que alguien me salve la.noche por qué caigo en depresión un poco mas	sadness	3: se infiere un grado alto de tristeza
2018-Es-02120	Qué rabia que tengo y me tengo que ir a cosoooo	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01410	to2 me responden la hist de ig como si hubiera echo algo grave lloro JSJAJAJ	sadness	0: no se infieren niveles de tristeza
2018-Es-03216	No sé de dónde sale estar salty porque Steve Carrell no ha ganado ningún Emmy por The Office pero estoy 100% indignada yo también.	sadness	0: no se infieren niveles de tristeza
2018-Es-02164	Cómo me enferrrrman estás cosassss 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03426	Agradecemos a @gpscongreso y a @Pdemocratacat expresar la indignación ante la llegada mal y tarde del Gobierno al compromiso con #refugiados	sadness	0: no se infieren niveles de tristeza
2018-Es-03597	PATRI ME HA ABANDONADO	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05969	Hay cosas que no quiero volver a repetir y me toca soñarlas 	sadness	2: se infiere un grado moderado de tristeza
2018-Es-06946	Que pena pero a mi nadie tiene porque reclamarme las polas qué me tome!	sadness	0: no se infieren niveles de tristeza
2018-Es-00877	aunque estoy muerta y quiero dormir mil años, voy a extrañar tanto la rutina de levantarse temprano para excursiones 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03269	Mi cerebro está cansado	sadness	0: no se infieren niveles de tristeza
2018-Es-06543	Fav si "Heroes" te dio nostalgia cuando la tocó King Crimson.	sadness	0: no se infieren niveles de tristeza
2018-Es-00767	Timi y si gringi di cimpi😂 Han cansado hoy	sadness	0: no se infieren niveles de tristeza
2018-Es-03272	Aveces me coloco a ver películas sin ninguna razón para poder llorar tranquilo y no me pregunten el por que.	sadness	3: se infiere un grado alto de tristeza
2018-Es-04363	"No tengo números,tengo sensaciones"(Brancatelli).Si fuera meteorólogo diría q va a llover xq le duelen los callos.Q serio #JuevesIntratable	sadness	0: no se infieren niveles de tristeza
2018-Es-06795	...indicativos de inteligencia y experiencia adquiridas por malas situaciones, lamentable, pero aun así, totalmente necesarias...	sadness	2: se infiere un grado moderado de tristeza
2018-Es-06336	Lamentable pérdida la de Chester Bennigton vocalista de Linkin Park QEPD.	sadness	3: se infiere un grado alto de tristeza
2018-Es-02200	「@Rodolphustty」 «momento entendió que quería batirse en duelo con ella. Frunció el ceño al ver sus gestos mirando al cielo apuntando con la»	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00967	@_DAVE_fs No, sigue siendo una pesadilla..	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03763	Que dia del amigo mas aburrido pase	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02208	fa ya se hizo un año..  si hubiera sabido que estabas te tendría conmigo 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05998	@fiooresilva Fuera de joda si vi a tu hermana, vos sos la unica amargada que no sale nunca!!	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06074	@lizardo_jesus Ya estoy cansada de llorar ,ya quiero q se acabe está pesadilla ,que desgracia el día q Chávez dijo "por ahora ".	sadness	3: se infiere un grado alto de tristeza
2018-Es-01411	FLORES VOTA EN CONTRA LA LEY  SI LO ÚNICO QUE DEFIENDE ES A SU MENTOR POLÍTICO   EL CHICO ZALDÍVAR A QUIEN  NO SOPORTO VERLO LLORAR	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04257	@MayrhenMaria Nosotros a pesar de ser invisibles; en.mi caso te amamos por tu autenticidad!! Adelante; la Armada te respalda...je.😉	sadness	0: no se infieren niveles de tristeza
2018-Es-05744	¡VIDA, QUÉ QUIERES DE MÍ! ¡YA NO TENGO NADA MÁS QUE VOMITAR! 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03568	Que triste que me subestimes así (que triste que no me tengas tantito miedo). #Depresión	sadness	3: se infiere un grado alto de tristeza
2018-Es-04530	Cpn lo grave y preocupante que es la herida de Jaemin se burlan así lpm my boy deserves better	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06571	Sentir como un terrible vacío en el pecho, lo peor💔	sadness	3: se infiere un grado alto de tristeza
2018-Es-05243	@tayyjaguarr Es que esto es mucho ya wey nomms por eso pongo esto tipo de cosas 	sadness	0: no se infieren niveles de tristeza
2018-Es-04265	Yo sé que no me ha dado sueño porque estoy indignado.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05794	@oceanodelaura Lamentablemente la afinidad ideológica de la mayoría de los partidos de la MUD, los conlleva serles funcional al PSUV.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00081	@DebRyanShow deja de llorar #rayito !!!!	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01975	@Manu96304678 @Rubiu5 Que triste noticia ! Una gran pérdida :(	sadness	3: se infiere un grado alto de tristeza
2018-Es-03292	@nicosomerville El mejor hashtag que nunca vi! Jajaja #MejorSacarRapido #PorLasDudas 	sadness	0: no se infieren niveles de tristeza
2018-Es-03189	Se enojo por que le hacerte el nombre😂😂	sadness	0: no se infieren niveles de tristeza
2018-Es-01693	Hay pelís q deberían venir con un “no recomendado para gente sensible” al igual q hacen con la edad #Manchesterfrentealmar #pena #angustia🔄	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04994	Estoy muy indignado, ellos estan ebrios y flayean que yo estoy ebrio y no me dejan tomar, alta familia	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05158	@EdgarSmithV Wuajajaja es que ya me había aburrido esa! 😂😂😂😂	sadness	0: no se infieren niveles de tristeza
2018-Es-02563	Uy lpm que miedo, espero que no sea nada grave	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06279	@CNT_EC tengan la gentileza de reparar el servicio de internet en mi casa! Es terrible que todos los días tenga problemas con la conexión	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06854	Pues nada, 2016-2017 deprimida re cayendo en el alcohol y aquí sigo...soy maricona, ahora hago ejercicio para estar bien 😅	sadness	3: se infiere un grado alto de tristeza
2018-Es-03197	Toy re triste me dejan	sadness	2: se infiere un grado moderado de tristeza
2018-Es-00984	« daño que le hiciera a pesar de ser un crío desde su punto de vista. Ni cómo podía acabar. Volvió a pegarle una vez más, esta vez en la »	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03550	#BetoASaber. Animarles Guzmán  tirarse abajo economía política  crear caos con su terrorismo y dar pasó a la privatización. del Perú	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04038	Pesa mas la #rabia q el #cemento	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03739	Te necesito en mi vida 	sadness	2: se infiere un grado moderado de tristeza
2018-Es-06048	Hace 9 años desde la última vez... y OMG, pánico escénico!!!	sadness	0: no se infieren niveles de tristeza
2018-Es-05985	¿Sabéis el pulpo de buscando a Dory? ¿Recordáid que le faltaba un tentáculo y que vivía totalmente amargado y resentido?	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03896	Odio ser tan llorona	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01221	Que tu primer dia no sea en el cumbres esta muy triste.	sadness	3: se infiere un grado alto de tristeza
2018-Es-00696	@ErickLindoro Siii, súper triste 😩	sadness	3: se infiere un grado alto de tristeza
2018-Es-05509	@elcapiperez deberías de hacer una resolana que dure 7 horas, o en lo que amanece, pues ya me da temor en la noche y no puedo dormir 😟	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04635	HOLAA, TE VI CAMINANDO EN LO OSCURO SOLA, EN ESTE JUEGO TU TIENES LA BOLA, QUIERO COMERTE COMPLETITA TODAA, QUIERO COMERTE COMPLETITA SOLAAA	sadness	0: no se infieren niveles de tristeza
2018-Es-01894	Estoy cansado de estar en mi casa haciendo nada, necesito trabajar.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04514	Cuando tembló lo que recuerdo es que  estaba en el metro, mis amigos y yo nos tomamos de los brazos 💜 si eso no es amistad no se que es 😢	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05959	@mcaute7 Eres una increíble persona 	sadness	0: no se infieren niveles de tristeza
2018-Es-06246	@Malejaaaa__ Siendo así tendría que decir "soy terrible"	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03085	Amar la soledad hasta el fin del mundo 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06391	La melancolía de morir en este mundo y de vivir sin una estúpida razón.	sadness	3: se infiere un grado alto de tristeza
2018-Es-06649	que lindo va a ser desactivar la alarma de las 6 am por dos semanas	sadness	0: no se infieren niveles de tristeza
2018-Es-05246	@NestorReverol Es lamentable tanto odio inoculado de la derecha fascistas! por eso NO VOLVERAN !	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01747	No estaría nada mal, unas caricias y unos besos que hagan contra peso al cansancio :/	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03792	@Ashleymusica Sii 😂💔, eso si es incómodo Ash 😂😂	sadness	0: no se infieren niveles de tristeza
2018-Es-03511	curao d espanto,	sadness	0: no se infieren niveles de tristeza
2018-Es-04952	03:48 y yo sin poder dormirme, lpm 	sadness	0: no se infieren niveles de tristeza
2018-Es-04204	@_rodriggl98 Giles nomas jajajaj que onda vos, aburrido alla(?	sadness	0: no se infieren niveles de tristeza
2018-Es-05801	Hay veces q me dan ganas de rajarme un tiro de lo salame q soy 😤	sadness	2: se infiere un grado moderado de tristeza
2018-Es-06132	#Maracaibo me huele a peligro. Alguien sabe porque los comando de la GNB están vacíos? Y muchos saqueados.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05840	Me puse a llorar de mal y después paraba enojada y decia soy fuerte. Que onda Es como si el diablo me quiere mal y Dios me dice no caigas❤	sadness	3: se infiere un grado alto de tristeza
2018-Es-05287	uy dios solo porque estoy 💍 no me lo quiere decir, lo odio😠	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03586	Thian no me suelta y quiero ir a fumar un cigarro 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03314	La parte en la que Clegane le dice "No engañas a nadie con ese rodete. Calvo de mierda" 😂😂😂😂 yo estaba llorando	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06276	Genial, depresión y bulimia.  Qué más #peña que más...!	sadness	3: se infiere un grado alto de tristeza
2018-Es-00270	Quiero ponerme trenzas de nuevo 😭	sadness	0: no se infieren niveles de tristeza
2018-Es-06622	Este es un mensaje encriptado y sólo las personas con coeficiente intelectual lo pueden leer.  	sadness	0: no se infieren niveles de tristeza
2018-Es-05296	jajajajajaj seguimos resentida??	sadness	0: no se infieren niveles de tristeza
2018-Es-05717	Los antidepresivos buscan "sacar" a la persona del potencial peligro que implica la depresión mayo (la ideación suicida). Sin embargo,(1/2)	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00759	@ManuelBartual Ah no, se viene contigo? 	sadness	0: no se infieren niveles de tristeza
2018-Es-00483	@Profeco @SECTUR_mx Tristemente lo dudo.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-00836	La ironía que amo las plantas y nunca me regalaron ni un ramo de flores cortado de una alguna casa #Tristeza	sadness	2: se infiere un grado moderado de tristeza
2018-Es-02922	@MilagrosLeivaG @RPPNoticias Porqué negó vínculos con apristas a pesar de las fotos? Si nada debe o teme?	sadness	0: no se infieren niveles de tristeza
2018-Es-02931	Me tiene cansada, te deseo lo peor pero yerba mala no muere 😠	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04049	No me tientes Santanaaaassssss 	sadness	0: no se infieren niveles de tristeza
2018-Es-06106	@camilorojasjuan Música para mis oidos, a pesar del gol aldo nos hace lentos y poco sorpresivos	sadness	0: no se infieren niveles de tristeza
2018-Es-00134	"Practiquen el derecho y la justicia. Libren al oprimido del poder del opresor." - Jeremias 22:3	sadness	0: no se infieren niveles de tristeza
2018-Es-02408	Estoy viendo un especial de Linkin Park y no tenía la menos idea de el motivo de eso. Que lamentable 😔😑	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01358	Ya me arrepentí de haber mandado ese mensaje. 😟	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06700	No hay mal que dure 100 años ni cuerpo que lo aguante!!! Gracias a muchos por su preocupación 😽😽😽	sadness	0: no se infieren niveles de tristeza
2018-Es-01652	@AMERICA_1916 A pesar de ser chivista, si es buen jugador lo que pasa es que falla demasiadas, le falta ser un poco autocrático y humilde.	sadness	0: no se infieren niveles de tristeza
2018-Es-03626	¿Por qué los zancudos me persiguen? 🙁	sadness	0: no se infieren niveles de tristeza
2018-Es-03228	Muchos de los que opinan sobre la detención de Lula luego defienden a voz en cuello la no injerencia en asuntos extranjeros.	sadness	0: no se infieren niveles de tristeza
2018-Es-05692	@Vale_oliv Si, la depresión es terrible y cuando la padeces cualquier cosa por insignificante que sea va afectando a tu mundo 😔	sadness	3: se infiere un grado alto de tristeza
2018-Es-04153	@RodrigoR99 Y van por Zampedri parece.... tremendo 9	sadness	0: no se infieren niveles de tristeza
2018-Es-02794	Nada más triste que no tener a quien dedicarle tus goles.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05105	A pesar de tantos enojos, y dolores de cabeza hay alguien que esta ahí para hacerte reír al final del día 😍	sadness	0: no se infieren niveles de tristeza
2018-Es-05312	Dos inyecciones mas 😥	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00761	OJO QUE SE VIENE LA VENGANZA 	sadness	0: no se infieren niveles de tristeza
2018-Es-03137	Hasta los webs de tanta burocracia, comisiones y getismo en general. Dan ganas de hacer de Michael Douglas en Un día de furia...	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03997	Y me acuerdo que a veces me daba rabia pq no me hablaba, pasaba semanas ignroada por el pndejo y luego no recuerdo pq nos hicimos más unidos	sadness	2: se infiere un grado moderado de tristeza
2018-Es-03353	tenía re abandonado twitter literal😂😂	sadness	0: no se infieren niveles de tristeza
2018-Es-06853	Mi sobrina sigue en cama. No ha comido en varias horas. Parece que la energía del cuerpo se le ha ido. La luz le molesta un poco. #tristeza	sadness	3: se infiere un grado alto de tristeza
2018-Es-01392	He notado que cuando tengo depresión no puedo dejar de comer, me agarra ansiedad	sadness	2: se infiere un grado moderado de tristeza
2018-Es-00911	EN SERIO TANTO ME VAS A COLGAR DIOS	sadness	2: se infiere un grado moderado de tristeza
2018-Es-06331	weonnn, weooooon, WEOOOOOOOOOOOOOOOOOON EL DIECIOCHO YA PASÓ 	sadness	0: no se infieren niveles de tristeza
2018-Es-06790	@__pacorocha Yo vivo buscando sus canciones en live para llorar. Es que ella es otra cosa, su voz es perfecta. Y sus letras, todo.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-00380	@germxnthief < espalda del rubio, la cuál probablemente estaría marcada, pero ni con eso logró sofocarlo pues un gruñido salió de sus >	sadness	0: no se infieren niveles de tristeza
2018-Es-01972	@rialjorge  cuando VOS y todos los q te acompañan convivan con una criatura con tdah recién ahí voy a aceptar que abran la boca dan #pena	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06661	@roxinda @AngeldebritoOk Déjalo, está aburrido... 🙄	sadness	0: no se infieren niveles de tristeza
2018-Es-03479	Lamentablemente... Esto ya llegó a su fin.  —Sí, está cantando. —  Lamentablemente... ya ni me acuerdo de ti.	sadness	3: se infiere un grado alto de tristeza
2018-Es-05103	@LauraSalgado75 Yo si decia porque se habian perdido los days 	sadness	0: no se infieren niveles de tristeza
2018-Es-02904	@mateodelorto pero no estoy llorando ahre	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06162	Sin ofender pero, representas todo lo que desprecio en el mundo.	sadness	3: se infiere un grado alto de tristeza
2018-Es-05318	@_alejandramttz @Rivera_Alv22 La ultima temporada de esa serie no me gustó 😢	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01103	De los 7 tp que dio la de matemáticas  para el 2do trimestre solo entregue 1😂 Matemática a diciembre ya te siento 	sadness	0: no se infieren niveles de tristeza
2018-Es-05288	@DanteDelgado Lamentablemente esto es lo que se está visualizando para el 2018.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00656	Bueno... todos son unos malditos idiotas. Ya entiendo el resentimiento #Feminazi	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05631	características quieren gobernar a la República Bolivariana de Venezuela, incluyendo el terrible racismo que poseen. Sean responsables de	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02843	@waldorftty < Elisabeth había peleado. El espejo estaba hecho añicos, y varios tramos del suelo se habían manchado de sangre. Segundo >	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04122	Jajajaja de lejos veía a Fran re desesperado por ver a los chicos 😝	sadness	0: no se infieren niveles de tristeza
2018-Es-06665	Estoy viendo fotos de cuando era flaca, por llorar y comiendo un kit kat	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02145	Por la chucha ya empezaron las noches calurosas 😥	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04556	The radio need to stop playing all these sad songs.  Ni tengo novio pero aqui estoy llorando por el.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-03924	Por trágica noticia, puse a profundizar un cachito, como para hablar con propiedad. Conclusión es la misma: qué completa mierda Linkin Park.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-01961	@HistoryLA Muy lamentable, 😭	sadness	2: se infiere un grado moderado de tristeza
2018-Es-05712	Quiero café, pero el café de tus ojos, del claro, porque ese oscuro me da dolor de cabeza...	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02347	Que aburrida vida tengo	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05861	Eso para vos no es un insulto?	sadness	0: no se infieren niveles de tristeza
2018-Es-05192	Escuché una canción re lindaa y cuando voy a ver la traducción es re depresiva mal, weno	sadness	2: se infiere un grado moderado de tristeza
2018-Es-01043	@Sofiaaaeiou_ ¿Cuál es la pelea? Jajajajajaja la chismosa.	sadness	0: no se infieren niveles de tristeza
2018-Es-03068	aliade: las mujeres son x si solas no x un hombre sí al poder de decisión💪 *se entera de que tienes novi* aliade: bua m enfado y no rspiro	sadness	0: no se infieren niveles de tristeza
2018-Es-03652	amo porque yo soy re tímida pero en el boliche me pones música y bailo con quien sea	sadness	0: no se infieren niveles de tristeza
2018-Es-06008	Quiero que mi hermana mire el internado y no quiere, es una soreta.. 😭	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05680	Y si mejor considero todo otra vez... por que esto se está volviendo un ciclo 	sadness	1: se infiere un bajo grado de tristeza
2018-Es-06757	Imagino la indignación, preocupación y rabia de turistas que eligieron Perú para disfrutar y al final pasarla mal. La indiferencia es peor.	sadness	2: se infiere un grado moderado de tristeza
2018-Es-06482	@EmiBrez Te odio	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03164	-¡Me cagan los lunes! -Pero si ya es martes. -Ya sé, pero todavía me acuerdo. 😒💔😡	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02239	@KlaifeClashMx @TrainerOween No te mando captura porque ya se me perdió la partida manquito🌚	sadness	0: no se infieren niveles de tristeza
2018-Es-03901	Dormí toda la tarde y ya no tengo sueño. Lo peor de todo es que mañana tengo clase de 8 	sadness	0: no se infieren niveles de tristeza
2018-Es-01030	Se la dan de hombrecitos y mujercitas en Yodel, bien que si te tienen en frente no le dan los huevos para decirte las cosas, q pena dan ajaj	sadness	0: no se infieren niveles de tristeza
2018-Es-04199	@EspiralCanal11 que tema, esta muy bueno y casi no se toca entre nosotros los hombres por temor a ser criticado	sadness	1: se infiere un bajo grado de tristeza
2018-Es-05921	estoy sintiendo puntadas en el ojo y lei q  era pq mi alma gemela esta llorando 😍😍	sadness	2: se infiere un grado moderado de tristeza
2018-Es-03310	puedo parecer cool y lo soy, pero realmente soy una pendeja con mucha ansiedad, depresión y sueños en la basura ¿:D?	sadness	3: se infiere un grado alto de tristeza
2018-Es-02725	No hay luz sin oscuridad.	sadness	0: no se infieren niveles de tristeza
2018-Es-02854	@REINALDOERNESTO El lado oscuro de la ley	sadness	0: no se infieren niveles de tristeza
2018-Es-02008	@MelissaCh_07 Sho! 🔫🔪 dejame! A estoy haciendo lo biología! 😭	sadness	0: no se infieren niveles de tristeza
2018-Es-00544	Tengo el pelo horrible, cuando cobre me voy a comprar hasta lo imposible para tenerlo hermoso	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03533	@Hil_dodoo mañana te dibujo sin falta, perdón por el atraso 😥	sadness	0: no se infieren niveles de tristeza
2018-Es-01751	@El_Intermedio Estoy alucinando con las razones expuestas por los universitarios catalanes: mucho eslogan y nada de contenido #triste	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02418	Estoy ansiosa mal por ir a Disney y falta un año todavía	sadness	0: no se infieren niveles de tristeza
2018-Es-00383	Solo de abrir Facebook es una depresión masiva la que me invade... *toxico* 😒	sadness	3: se infiere un grado alto de tristeza
2018-Es-02108	@tctelevision @calle7tc Terrible  esto!	sadness	1: se infiere un bajo grado de tristeza
2018-Es-02793	@viridianaHls Yo lo patrocinó :v aquí también hace un calor horrible! Ya extraño el invierno y la nieve 😭	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03960	@Juls555 @donfelixSPM He visto hombres llorar con desesperación y angustia ante una pequeña y fina agujita de jeringa.	sadness	1: se infiere un bajo grado de tristeza
2018-Es-04939	-Su mochihermano es consumido por la oscuridad.-	sadness	1: se infiere un bajo grado de tristeza
2018-Es-00040	@sorlandoponce Juan Carlos le pregunto temeroso y con mucho respeto a Pinto,luego queda hablando en el programa	sadness	0: no se infieren niveles de tristeza
2018-Es-06540	Inhala-exhala, no voy a caer en el juego, inhala-exhala... 	sadness	0: no se infieren niveles de tristeza
2018-Es-02697	El descontento, el cansancio, la obstinacion, LA ARRECHERA esta tomando el plano atmosférico en mi país!	sadness	3: se infiere un grado alto de tristeza
2018-Es-06479	Mi grupito de amigas me tiene abandonado	sadness	1: se infiere un bajo grado de tristeza
2018-Es-03312	Como q mi hermano cumplió 16 y parece de 20 	sadness	0: no se infieren niveles de tristeza
2018-Es-05927	Ya no sé si es que quedé nerviosa o es que tiembla a cada nada en estos últimos 20 minutos 😟	sadness	1: se infiere un bajo grado de tristeza
