ID	Tweet	Affect Dimension	Intensity Class
2018-Es-00614	Lamentablemente, sí, lo conozco. —Ni se ha molestado en apartarle, le da un poco igual que se apoye en él.—	anger	1: se infiere un bajo grado de enojo
2018-Es-04115	Si me hablan no me enojo eh	anger	1: se infiere un bajo grado de enojo
2018-Es-05824	Me dicen "sin ofender" y me ofende un vergo	anger	2: se infiere un grado moderado de enojo
2018-Es-02916	Como dos Ángeles torturados por un implacable placer En el cristal azul del amanecer Sigamos tras el espejismo.  Baudelaire	anger	0: no se infieren niveles de enojo
2018-Es-04865	@DebRyanShow Son los que valen la pena 😳 #Rayito	anger	0: no se infieren niveles de enojo
2018-Es-04004	Alguien anda resentido. 😂😂😂😂	anger	0: no se infieren niveles de enojo
2018-Es-00478	Me pongo nerviosa que hace media hora se escuche a la policía, o bomberos, o ambulancia. Agarrame Martaa	anger	0: no se infieren niveles de enojo
2018-Es-06927	Una lástima que se llevaran a @alo_oficial por delante... Salida perfecta, el podio estaba ahí... 😩 #Rabia #VamosFernando #GpSingapur #F1	anger	2: se infiere un grado moderado de enojo
2018-Es-03733	Que aburrido mi dia del amigo!!!	anger	0: no se infieren niveles de enojo
2018-Es-05656	@osoriojdanielp no joda eso sí da rabia hp	anger	3: se infiere un grado alto de enojo
2018-Es-04528	Es muy fuerte El otro día estaba escuchando Leave out all the rest, me pone tan melancólica esa canción  Que si la escucho ahora...	anger	0: no se infieren niveles de enojo
2018-Es-03093	Por que sorete me dejas tan nerviosa no se AAAAAAAAAAAAAH me voy a morir(?????ahr si	anger	0: no se infieren niveles de enojo
2018-Es-00428	Me da mucha rabia cuando poneis: "ay si yo hablara...." HOLA????? PUES CUENTALOOOOOOOOO	anger	2: se infiere un grado moderado de enojo
2018-Es-01980	No seas demasiado dulce, porque te comerán; ni demasiado amargo, porque te despreciarán.	anger	0: no se infieren niveles de enojo
2018-Es-04891	@Dolores_Ent @Xavier_PF Le bajo la nómina ya mismo, habrase visto semejante ofensa!	anger	2: se infiere un grado moderado de enojo
2018-Es-05896	@Oskhar111099 Donde estaba independiente es lo que te digo!!! Cómo jugaba, eran horrible, este es el mejor independiente de los últimos años	anger	0: no se infieren niveles de enojo
2018-Es-02156	#PameAlaTarde Moria la tiene ca.....do a Pamela·!  Voy a opinar dice xq me tienen pintada!!! ahora los panelistas le piden opinión. #miedo?	anger	1: se infiere un bajo grado de enojo
2018-Es-05047	@Facuboxlerr Te comento, por si no te acordas, que todavía me debes esa cita 	anger	0: no se infieren niveles de enojo
2018-Es-00522	@DulceHTPMS Aparte de que es horrible cuando me pasa porque literal mi humor es un asco, me enojo demasiado, ¿por qué soy así?	anger	2: se infiere un grado moderado de enojo
2018-Es-02336	@CamelaCorpse @antifta_cosplay A ti tambien te intentaron envenenar tus padres de pequeña cuando te abandonaron? Que triste tia.	anger	2: se infiere un grado moderado de enojo
2018-Es-05932	Abril tiene prohibido quejarse conmigo.	anger	1: se infiere un bajo grado de enojo
2018-Es-02351	Estoy haciendo un retrato de los daft punk y estoy al borde del colapso nervioso porque me está costando un choto.	anger	1: se infiere un bajo grado de enojo
2018-Es-01630	Me caga irme enojada a dormir	anger	3: se infiere un grado alto de enojo
2018-Es-06883	Ganas de decirte lo que me pasa con vos no me faltan  Pero AY QUE COBARDE QUE SOY	anger	1: se infiere un bajo grado de enojo
2018-Es-00692	Mis papás siempre han pensado que hay algo entre Andrés y yo. La verdad me siento ofendida 🤦🏻‍♀️	anger	1: se infiere un bajo grado de enojo
2018-Es-01246	Encima se enojo vieron es más tonto	anger	1: se infiere un bajo grado de enojo
2018-Es-06622	Este es un mensaje encriptado y sólo las personas con coeficiente intelectual lo pueden leer.  	anger	0: no se infieren niveles de enojo
2018-Es-04554	@Norwichtty Buenas, señorita. Algo aburrida, usted?	anger	0: no se infieren niveles de enojo
2018-Es-06661	@roxinda @AngeldebritoOk Déjalo, está aburrido... 🙄	anger	0: no se infieren niveles de enojo
2018-Es-00215	No creo que ninguna víctima de Eta se sentirá ofendida por homenajear a Miguel Ángel Blanco. Su asesinato unió al pueblo español.	anger	0: no se infieren niveles de enojo
2018-Es-00386	@its_fedra La neta yo me veo igual de feo llorando sea la situacion que sea, así que por eso siempre pregunto JAJAJJAA PERDÓN	anger	0: no se infieren niveles de enojo
2018-Es-02819	Cuándo van a entender que el aborto se práctica igual estén de acuerdo o no, que deje de ser considerado ilegal no provocaría tantas muertes	anger	2: se infiere un grado moderado de enojo
2018-Es-01284	Si fumo es mi problema ,que tanto puterio hacen	anger	3: se infiere un grado alto de enojo
2018-Es-05690	Pero me aguanté y me intenté volver a dormir y me levanté como a las 6/6:30, y ahora estoy cansado y furioso	anger	3: se infiere un grado alto de enojo
2018-Es-05304	fina pero en la cama tremenda sata	anger	1: se infiere un bajo grado de enojo
2018-Es-00382	@ElMiyashiro creen que Floyd a pactado esta pelea para perder? va ser lo mismo que con Pacman.🤔	anger	0: no se infieren niveles de enojo
2018-Es-00311	En la pelea, se conoce al soldado; solo en la Victoria, we conoce al caballero. - Jacinto ,enavente.	anger	0: no se infieren niveles de enojo
2018-Es-04146	Me caga lo politicamente correcto, los progresistas y los democratas. Chinguen a su madre, dejenos insultar a todos en paz.	anger	3: se infiere un grado alto de enojo
2018-Es-00927	@AjSantBoi modifica urbanismo en montaña S.Ramón para preservar zonas verdes, construyendo pisos. Insulto a la inteligencia. @Carcelen3	anger	2: se infiere un grado moderado de enojo
2018-Es-03400	Ama ver mis fotos 😂😂 no me enojo si me seguis amor ❤	anger	0: no se infieren niveles de enojo
2018-Es-01940	Que noche más aburrida.	anger	0: no se infieren niveles de enojo
2018-Es-06450	Fran se acordo que estaba enojado conmigo 😡	anger	1: se infiere un bajo grado de enojo
2018-Es-03340	Ubos pera ni ira 😭😭	anger	1: se infiere un bajo grado de enojo
2018-Es-05070	Me hubiera encantado nacer un febrero 29, sería una anomalía provocada por la gravedad	anger	0: no se infieren niveles de enojo
2018-Es-03890	@alfreserramanci @CELAGeopolitica @pagina12 @teleSURtv Terrorismo es lo que practicas tu en Venezuela, miserable!!	anger	3: se infiere un grado alto de enojo
2018-Es-01615	Cuando me enojo lloro o tiro las cosas.	anger	2: se infiere un grado moderado de enojo
2018-Es-00900	@noticiarepretel Peligroso algo sabe guima acuerdese que el hijo es celso	anger	0: no se infieren niveles de enojo
2018-Es-01647	PELEA AMIGOS A LOS PUÑOS UN PAR DE WANNABES CONTRA UN PERFIL FALSO JAJAJAJJAJAJAJAJJA	anger	1: se infiere un bajo grado de enojo
2018-Es-01518	@esunen @sanchezcastejon Dónde está el insulto?	anger	1: se infiere un bajo grado de enojo
2018-Es-02377	Me queme con aceite hirviendo, no se dan una idea de lo que arde. Quiero llorar.	anger	2: se infiere un grado moderado de enojo
2018-Es-05359	@martamonpi Para nada!! Si he sonado enfadada, lo siento. ☺️	anger	0: no se infieren niveles de enojo
2018-Es-04313	Xq el silencio de los "opositores" @SergioMassa y @RandazzoF sobre el atropello a la procuraduría??	anger	2: se infiere un grado moderado de enojo
2018-Es-06399	@AguilaRey1 El #Sismo se sintió con fuerza en Guarenas/Guatire. Por donde trabajo, la gente salió a la calle 	anger	0: no se infieren niveles de enojo
2018-Es-00544	Tengo el pelo horrible, cuando cobre me voy a comprar hasta lo imposible para tenerlo hermoso	anger	0: no se infieren niveles de enojo
2018-Es-05591	Primer disgusto del día. Me acaban de comunicar un robo en el colegio. Se han llevado, al menos, un ordenador. Suma y sigue, por desgracia.	anger	3: se infiere un grado alto de enojo
2018-Es-05050	@salvaoret pues ya, cargar con un disgusto sin garantizar solucionarlo para la siguiente... :(	anger	2: se infiere un grado moderado de enojo
2018-Es-04295	Oooo me quede corte gil en el colegio esperando y el de teatro no vino 	anger	1: se infiere un bajo grado de enojo
2018-Es-03642	@radionica como era la anterior tanda me perdí el.nombre de la canción donde decia con. La fuerza de la rabia gracias	anger	1: se infiere un bajo grado de enojo
2018-Es-05431	@xbxbygirl_x A-ah... —se sentía intimidado solo con verla fruncir el ceño, se agarró un hombro y desvió la mirada— Pedirte perdón...	anger	1: se infiere un bajo grado de enojo
2018-Es-02535	@CastelarCibrian @ComicoNovato eso mero, provincia. Pero no te enojes, pareces perro de la calle rabioso. Anda di algo de mi avatar.	anger	1: se infiere un bajo grado de enojo
2018-Es-02906	ESTAS"FANS"NUEVAS QUE HAN SALIDO DE LOS CHICOS SON FALSAS Y VIENEN A INSULTAR AL FANDOM DE 1D PENDEJA NI SIQUIERA HAZ VIVIDO LO QUE FUE ESO	anger	3: se infiere un grado alto de enojo
2018-Es-06880	@LaCarlangas_ch 😞 qué triste todo	anger	0: no se infieren niveles de enojo
2018-Es-06540	Inhala-exhala, no voy a caer en el juego, inhala-exhala... 	anger	2: se infiere un grado moderado de enojo
2018-Es-05846	@Polly_SDR Gracias, hija. Aquí estoy, poniéndome hielo, que parece que me he peleado con alguien..	anger	0: no se infieren niveles de enojo
2018-Es-01382	@Rubensalazar02 visita villa del cielo bajando por mi vaquita, una pelea de ayer que solo puede ser noticia en cartagena hoy, sin licencia!	anger	1: se infiere un bajo grado de enojo
2018-Es-00534	@baromsa_ Estoy indignada.	anger	3: se infiere un grado alto de enojo
2018-Es-01528	@ExeLugo1 Amargo o dulces ?	anger	0: no se infieren niveles de enojo
2018-Es-00491	@Juarkord @CBinvaders @ashfromamike @eldiarioes Del atropello no, pero del golpe posterior sí. Está comprobado.	anger	0: no se infieren niveles de enojo
2018-Es-03659	@revistaproceso Ya me dio desconfianza el nuevo túnel en Acapulco!	anger	1: se infiere un bajo grado de enojo
2018-Es-03061	No recuerdo ninguna persona, a la que le diera tan igual dar una imagen de amargado/malfollada como a ella, pero eh, ya explotará ya.	anger	2: se infiere un grado moderado de enojo
2018-Es-04267	Lamentamos profundamente el fallecimiento del usuario de BiciMAD por atropello en c/Alcalá. Nuestro más sentido pésame a la familia. …	anger	0: no se infieren niveles de enojo
2018-Es-01407	Cuando era chico mi vieja no me queria comprar un autito y quede enojado le meé la cama y le heche la culpa al perro 😂😂😂😂	anger	0: no se infieren niveles de enojo
2018-Es-05961	@florenciagerez_ Jajajajajaj tomatela cara rota esa sos vos 	anger	1: se infiere un bajo grado de enojo
2018-Es-03160	Pon a cantar rancheras a Vicente Fernández y José José. Uno no domina el género, sería 1 encuentro ridículo. Lo mismo pienso de esta "pelea"	anger	0: no se infieren niveles de enojo
2018-Es-02491	Ando resentida, mejor me voy	anger	2: se infiere un grado moderado de enojo
2018-Es-01602	Desde ayer que vengo súper alterada y nerviosa con náuseas, y en casa me dijeron yyyy bueno MANDALE AL TILO  deja prefiero un vino	anger	1: se infiere un bajo grado de enojo
2018-Es-00637	Estoy muriendo de sueño 	anger	0: no se infieren niveles de enojo
2018-Es-04868	@CalebMcKena_RF Pero.. era necesario que dijeses todas esas cosas? Creí que era una venganza	anger	1: se infiere un bajo grado de enojo
2018-Es-06006	Si de por sí me cargo a Satanas todo el tiempo, enojado más.	anger	2: se infiere un grado moderado de enojo
2018-Es-03273	@feernandatj FERNANDA YA TE DIJE QUE NO	anger	2: se infiere un grado moderado de enojo
2018-Es-00644	Que gil fui en no comprar las entradas para ir a ver a ciro 	anger	1: se infiere un bajo grado de enojo
2018-Es-05873	Fui atacada por una tijerilla , habrá venganza. Buenas noches.	anger	2: se infiere un grado moderado de enojo
2018-Es-02889	Dudes! Neta que se necesita estar bien pendejitos de la cabeza si piensan que con snaps asquerosos provocarán algo en una mujer.	anger	3: se infiere un grado alto de enojo
2018-Es-00426	Están pasando los simpsons a esta fucking hora... Estoy felíz y enojado	anger	1: se infiere un bajo grado de enojo
2018-Es-05801	Hay veces q me dan ganas de rajarme un tiro de lo salame q soy 😤	anger	2: se infiere un grado moderado de enojo
2018-Es-04323	La fuente de la uja a las 12:00 debe de estar hirviendo #Jaen #calorextremo	anger	0: no se infieren niveles de enojo
2018-Es-00606	Digo yo no, no se puede sacarse sangre tipo 9:30? NO A LAS 8:30 😤😤	anger	1: se infiere un bajo grado de enojo
2018-Es-00101	Si alguien me habla, no me enojo	anger	0: no se infieren niveles de enojo
2018-Es-02139	Deje el cargador completo del celu en el bolsillo del pantalón y lo pusieron a lavar #Miedo	anger	0: no se infieren niveles de enojo
2018-Es-01995	Quw bronca loco esta vieja de mierda cocina lo que se le encanta el orto y sabe q no me gusta 	anger	3: se infiere un grado alto de enojo
2018-Es-04558	Mi más terrible año fueron los 12 😖😖	anger	1: se infiere un bajo grado de enojo
2018-Es-00485	@DragonRubius Irina ez una casa partener, y me kiere quitar  ami rubiuh😠😠😠	anger	1: se infiere un bajo grado de enojo
2018-Es-01737	Vi rápido y furioso 8 pero no vi las otras. De qué me perdí todo este tiempo lpm. La amé.	anger	0: no se infieren niveles de enojo
2018-Es-05609	No me puedo despertar tan chistosa porque le amargo el dia al pobre @richarddigo	anger	0: no se infieren niveles de enojo
2018-Es-02790	@AsisOberdan: "Lo de Lula me parece un espanto"	anger	1: se infiere un bajo grado de enojo
2018-Es-01450	@MatiPagliano La concha de tu vieja! Mañana vas a terminar muerto en espalda 	anger	3: se infiere un grado alto de enojo
2018-Es-06422	No estás deprimido, estás distraído  Distraído de la vida que te rodea🎶👌🏽	anger	0: no se infieren niveles de enojo
2018-Es-02397	No sé cómo le haces para que no pueda durar enojada contigo más de 2 días	anger	0: no se infieren niveles de enojo
2018-Es-04315	Estoy segura de que este hilo es especista y he ofendido a no menos de cinco o seis colectivos oprimidos. Lo siento de veras.	anger	0: no se infieren niveles de enojo
2018-Es-06424	RT DianaferValle: Ser universitaria te lo defino como estar y tener una depresión,enojo y estrés más grandes que los de Hanna baker litera…	anger	1: se infiere un bajo grado de enojo
2018-Es-04439	Ahora pasé de estar enojada a decepcionada	anger	1: se infiere un bajo grado de enojo
2018-Es-05244	@RASAMA_ Sinceramente, creo que Bahía y Vitolo se lo hubieran comunicado al Atlético y a la prensa igual, para provocar esta situación.	anger	0: no se infieren niveles de enojo
2018-Es-04878	Decime porque son tan soretes los de la Cátedra que ponen el parcial un 22 de septiembre! 😠😠 SORETESSSSSSSSSSSS	anger	3: se infiere un grado alto de enojo
2018-Es-00819	No creo que puedan comprender mi enojo eterno porque a Cinépolis se le ocurrió proyectar Mulan cuando estoy fuera del país 😡😡	anger	2: se infiere un grado moderado de enojo
2018-Es-00982	@TubinoCarlos @KeikoFujimori Bah..solo vi la resentida de siempre!	anger	2: se infiere un grado moderado de enojo
2018-Es-05636	Ay yo los amo a ustedes, yo puedo estar amargado, obstinado o deprimido pero ustedes son tan á, me hace reír todo el tiempo.	anger	0: no se infieren niveles de enojo
2018-Es-03247	7. Es más fácil provocar una guerra civil que ir a alecciones generales. Ya que ellos no procuran la paz sino perpetrarse en el poder.	anger	1: se infiere un bajo grado de enojo
2018-Es-00577	Ha saltado supersubmarina en el aleatorio y ya estoy llorando xd	anger	1: se infiere un bajo grado de enojo
2018-Es-04345	Es absurdo sobre todo porque la gente y me incluyo esta enfadada, nadie se hubiera enfadado si hubieran retrasado Baby Driver.	anger	2: se infiere un grado moderado de enojo
2018-Es-04364	@Hinzulina @niggavm03 Bebe que te he dicho de hablar con gente de color oscuro? Ni la hora se les da, vente.	anger	1: se infiere un bajo grado de enojo
2018-Es-00286	@SrtaWhitman Esto se puede considerar provocación en grado de morrotentativa.	anger	3: se infiere un grado alto de enojo
2018-Es-05948	Ah borrarse del mapa😪 cansado de lo mismo, entero solo en esta vida✌ :(	anger	1: se infiere un bajo grado de enojo
2018-Es-01830	@de_sofiiaa Puto* Hubiese peleado con luna x maxi 😂😂😂	anger	1: se infiere un bajo grado de enojo
2018-Es-01795	@DanielaBlume Si y el daño que pueden provocar con la broma, o el decir lo dije sin querer ... también eh?	anger	1: se infiere un bajo grado de enojo
2018-Es-00568	@RamsesGirala Pero que pez amargo que sos...	anger	1: se infiere un bajo grado de enojo
2018-Es-00199	@DebRyanShow #RAYITO tengo cansada la vista estube todo.el.dia en el cel espredando algo nuevo	anger	0: no se infieren niveles de enojo
2018-Es-01862	@miguelmari5 @gaceta_es @blythe_club ser de izquierdas es ser resentido, envidioso y violento. No existe izquierdista buena persona.	anger	2: se infiere un grado moderado de enojo
2018-Es-05032	quiero papas locas del Rabioso 🤦🏻‍♀️	anger	0: no se infieren niveles de enojo
2018-Es-03197	Toy re triste me dejan	anger	0: no se infieren niveles de enojo
2018-Es-05399	Tenía desde que estaba en secu en 2o sin pelearme por redes sociales, que bien se siente descargar tu enojo escribiendo JAJAJA	anger	1: se infiere un bajo grado de enojo
2018-Es-06420	No cabe duda que el mejor método anticonceptivo es ver a un niño haciendo berrinches y llorando.	anger	0: no se infieren niveles de enojo
2018-Es-05120	@SwxrdOfLight Pero.....¿cómo no...? —Le mira con su ceño ligeramente fruncido sin entenderlo.—	anger	0: no se infieren niveles de enojo
2018-Es-02260	Vivo de mal genio y esta mierda me tiene mas amargada	anger	3: se infiere un grado alto de enojo
2018-Es-02689	@floxwerchild enojado no, emputado sí	anger	2: se infiere un grado moderado de enojo
2018-Es-05658	@Jhosy2121 Cuándo me he enojado contigo oe JAJAJAJA la hago un finde!	anger	0: no se infieren niveles de enojo
2018-Es-01759	Creo que tocando la guitarra la tristeza es mas hermosa.	anger	0: no se infieren niveles de enojo
2018-Es-02877	quédate con la dulzura yo soy más de chocolate amargo🐱	anger	0: no se infieren niveles de enojo
2018-Es-00411	Estoy tan aburrida que tengo ganas de hacerme amiga de alguien, si, a ese extremo llegó jajajaja	anger	0: no se infieren niveles de enojo
2018-Es-06432	Soñé cosas super raras 	anger	0: no se infieren niveles de enojo
2018-Es-04840	Y con este tuit intento ofender a varios grupúsculos at the very same time.	anger	2: se infiere un grado moderado de enojo
2018-Es-06726	me voy porque quiero hacer grandes cosas y no vivir amargada con un trabajo que ni siquiera me gusta.	anger	1: se infiere un bajo grado de enojo
2018-Es-06578	@Cheboludomr ¿ya comenzarás con eso?, búscate un nuevo insulto.	anger	2: se infiere un grado moderado de enojo
2018-Es-06642	Que perra del orto no para mas de torear	anger	3: se infiere un grado alto de enojo
2018-Es-00951	De nuevo Lunes  12:00 am 😥	anger	0: no se infieren niveles de enojo
2018-Es-05024	Estoy tan ansiosa por la 7ma temporada de Game of Throne que ya me siento una Targaryen.	anger	0: no se infieren niveles de enojo
2018-Es-06482	@EmiBrez Te odio	anger	3: se infiere un grado alto de enojo
2018-Es-00146	La reflexión que nos deja el video de silvestre es que, A Otro Nivel es otro programa de la televisión Colombiana que es pregrabado. #Triste	anger	0: no se infieren niveles de enojo
2018-Es-00269	Despertar a esta hora y sin sueño, es un insulto para mis 8 horas de descanso.	anger	1: se infiere un bajo grado de enojo
2018-Es-01624	Y que el vato anda como indignado, no entiendo todo esto	anger	1: se infiere un bajo grado de enojo
2018-Es-05734	@fuertes_jorge @rubenuria Luego sacas un comunicado haciéndote el muy indignado y todo en paz.	anger	0: no se infieren niveles de enojo
2018-Es-00656	Bueno... todos son unos malditos idiotas. Ya entiendo el resentimiento #Feminazi	anger	3: se infiere un grado alto de enojo
2018-Es-05020	Tengo un antojo terrible de cafesito 😢	anger	0: no se infieren niveles de enojo
2018-Es-05447	Qué tristeza sentir que uno no es suficiente para nada ni para nadie. Meh, matenme que ya ni yo me aguanto.	anger	2: se infiere un grado moderado de enojo
2018-Es-00756	Estoy ante una terrible tesitura: Me muero de sueño pero Dalas ha subido un video y quiero enterarme del chisme. Espero a mañana o no? 😂	anger	0: no se infieren niveles de enojo
2018-Es-00885	Creo que el peor insulto que me han hecho es "gei"  No porque gay sea un insulto, es que lo escribieron tan mal y de paso con tanto odio...	anger	2: se infiere un grado moderado de enojo
2018-Es-05439	Y pelea de Gloria y Sophia también :o esto es vida #OITNB3x10	anger	0: no se infieren niveles de enojo
2018-Es-01570	cuando le erras a las teclas...#Rabia #Traición #Histeriquismo	anger	2: se infiere un grado moderado de enojo
2018-Es-01212	@SrDiegoPollo El mio no ya me encabrone, veré luego mi peli. 	anger	1: se infiere un bajo grado de enojo
2018-Es-02450	No me duro ni medio día el enojo, eso es bueno y significa mucho	anger	0: no se infieren niveles de enojo
2018-Es-05230	Ayer antes de irme me salió lo de la escoba y hoy cuando me levanto sigue todo igual. 	anger	0: no se infieren niveles de enojo
2018-Es-05104	Y qué es lo que tu amigo más te dice? Otros: te quiero, te extraño, vamos a comer. A mí: Qué sufrida eres csmr.   Te odio. 😢	anger	1: se infiere un bajo grado de enojo
2018-Es-05979	Cada dos días me encuentro #trolls, en mi caso unionistas demofóbicos, y tienen la mentira y el insulto como único argumento #DontFeedTroll	anger	3: se infiere un grado alto de enojo
2018-Es-02565	Ya puse mis mejores canciones para esta etapa de enojo pasarla bien chingona	anger	1: se infiere un bajo grado de enojo
2018-Es-02800	@xBxnsheeAriel @LobaDxlDesierto @psychofhabit Pero ella es mala mami, muy muy mala * digo mirando a Corrida enfadada*	anger	1: se infiere un bajo grado de enojo
2018-Es-03980	@VidaModernaOML Es el "BUF MADRE MÍA QUÉ OFENDIDO QUE ESTOY" sin entender absolutamente nada de lo que estás viendo.	anger	2: se infiere un grado moderado de enojo
2018-Es-01996	Cualquier excusa me viene bien. Tremenda	anger	0: no se infieren niveles de enojo
2018-Es-04236	Se ve que es hiper difícil preguntar en lugar de que te llueva el cabreo de la otra persona y encima llamarle amargado. xD	anger	1: se infiere un bajo grado de enojo
2018-Es-04389	Aveces siento que me quieren agarrar ataques de pánico	anger	0: no se infieren niveles de enojo
2018-Es-05522	Tardé más esperando que se calentara la empanada que lo que duró la pelea entre ellos JAJAKJASDFM.	anger	1: se infiere un bajo grado de enojo
2018-Es-06238	menos mal que me quedé en mi casa pq en cualquier momento me quedo pelada de tanta depresión	anger	0: no se infieren niveles de enojo
2018-Es-02776	@edufeiok ESE PHOTOSHOP AMERITA UNA DENUNCIA ! TE ESTÁ CALIFICANDO DE NAZI Y ESO ES UNA INJURIA GRAVE!	anger	3: se infiere un grado alto de enojo
2018-Es-04209	@Fuckcheese13  Fisica Luis david  Pelea por tu tweets	anger	0: no se infieren niveles de enojo
2018-Es-05176	PORQUE SEEE QUE SIEEEMPRE,  QUE SIEMPRE ES AMARGO EL ADIOOOOS 🎤	anger	1: se infiere un bajo grado de enojo
2018-Es-05614	No sé qué me voy a poner el dda y eso me tiene demasiado nerviosa	anger	1: se infiere un bajo grado de enojo
2018-Es-01487	Algien que alguien que me venga a alegrar la vida porque la neta soy bien amargada😂😂	anger	1: se infiere un bajo grado de enojo
2018-Es-00686	@AsgardianEyra No hay ningún bebe en camino-murmura serio con el ceño fruncido	anger	1: se infiere un bajo grado de enojo
2018-Es-03853	La verdad que azco me da que manchen algo tan lindo y encima lo hizo de resentido por que tienen un video de el garchando con un traba	anger	3: se infiere un grado alto de enojo
2018-Es-06279	@CNT_EC tengan la gentileza de reparar el servicio de internet en mi casa! Es terrible que todos los días tenga problemas con la conexión	anger	2: se infiere un grado moderado de enojo
2018-Es-06935	Ese tema de que Leo Castro está ansioso y por eso no marca ni por error ya no se lo traga ni tu Abuela; El nivel es PERVERSO!!	anger	2: se infiere un grado moderado de enojo
2018-Es-03723	Pues al final ayer volvía a casa sin ningún bikini e indignada	anger	2: se infiere un grado moderado de enojo
2018-Es-02793	@viridianaHls Yo lo patrocinó :v aquí también hace un calor horrible! Ya extraño el invierno y la nieve 😭	anger	0: no se infieren niveles de enojo
2018-Es-04049	No me tientes Santanaaaassssss 	anger	1: se infiere un bajo grado de enojo
2018-Es-02676	supongo que una se cansa de hacer daño y huye como una cobarde (te dejé de seguir bloqueándote y desbloqueándote, no entré en tu cuenta)	anger	2: se infiere un grado moderado de enojo
2018-Es-01536	@cintiatrinidiaz Vení que estamos cerca, te juro que no me enojo	anger	0: no se infieren niveles de enojo
2018-Es-03174	@milyzambrano Es una posición dogmática de AP como Gobierno. No pueden arrastrados a todos como cómplices del criminal genocida.	anger	2: se infiere un grado moderado de enojo
2018-Es-03068	aliade: las mujeres son x si solas no x un hombre sí al poder de decisión💪 *se entera de que tienes novi* aliade: bua m enfado y no rspiro	anger	2: se infiere un grado moderado de enojo
2018-Es-03103	¡No quiero gente amargada que este cerca de mi!	anger	1: se infiere un bajo grado de enojo
2018-Es-05311	@TheoriesTwd Pas shiva 	anger	0: no se infieren niveles de enojo
2018-Es-05737	.@NicoleCav18 es la peor, se tiro al sofá a ver Master chef mientras Paola y yo hacemos la maqueta. #INDIGNADA	anger	2: se infiere un grado moderado de enojo
2018-Es-06439	Venganza contra tu compita por mamarse toda la maría: -Hacer que vea un vídeo de un payaso asesino mientras está pacheco	anger	2: se infiere un grado moderado de enojo
2018-Es-02746	Es preferible estar loco y ser feliz que ser normal y amargado.	anger	0: no se infieren niveles de enojo
2018-Es-04513	The1975 son los mejores los amo por siempre 	anger	0: no se infieren niveles de enojo
2018-Es-00545	@bianca43721 Dos tweets seguidos. Vos debes tener ansiedad por el viaje me parece...	anger	0: no se infieren niveles de enojo
2018-Es-05613	Hace Envenenar!!! MAL	anger	3: se infiere un grado alto de enojo
2018-Es-04677	Sanguíneos en muchos casos. Se indica SIEMPRE que las pastillas pueden provocar trombosis y tienen otros efectos secundarios.	anger	0: no se infieren niveles de enojo
2018-Es-03760	No hay alguna opción de Twitter para bloquear los tweets de minita resentida?	anger	1: se infiere un bajo grado de enojo
2018-Es-06334	"voy a tratar de no ser tan renegada" claramente mucho no me duró 😤	anger	1: se infiere un bajo grado de enojo
2018-Es-01990	@SergioNovelli @hcapriles @ElNacionalWeb Condecorado, abandonado y preso MUY PRONTO	anger	0: no se infieren niveles de enojo
2018-Es-02361	#ndc soy una minita re pacífica ,cero rencores ,pero me encanta el gustito de la venganza.	anger	1: se infiere un bajo grado de enojo
2018-Es-05165	@JuliannaHdz Deberías pasarme tantito pegue 	anger	0: no se infieren niveles de enojo
2018-Es-03564	Más horrible no puede quedar el horario de este semestre 😤😶	anger	3: se infiere un grado alto de enojo
2018-Es-05885	una dosis necesaria de adrenalina, puteadas y gente a quien insultar sin motivo🤪	anger	2: se infiere un grado moderado de enojo
2018-Es-00322	Y tu libro dice eso.  —Sus labios fruncen hacía dentro para luego separarlos con un chasquido.—  No me tomes del pelo, amigo.	anger	1: se infiere un bajo grado de enojo
2018-Es-06891	Búsqueda implacable de conos😂😂😂	anger	0: no se infieren niveles de enojo
2018-Es-02780	Me duele un dedo del pie. Me voy sentando a ver cómo he ofendido a 20 colectivos con esto.	anger	0: no se infieren niveles de enojo
2018-Es-02271	Hace unos años atrás decías que el olvido era una forma de venganza y de perdón.	anger	0: no se infieren niveles de enojo
2018-Es-06895	😍😍😍😍😍 Hay Diossssssss... me va a enloquecer!!!!!!	anger	0: no se infieren niveles de enojo
2018-Es-00049	Me da risa que sigan usando lo del cabello para insultar a las Bautisters. Por dios les juro que en vez de ofendernos, nos da risa.😂	anger	0: no se infieren niveles de enojo
2018-Es-03228	Muchos de los que opinan sobre la detención de Lula luego defienden a voz en cuello la no injerencia en asuntos extranjeros.	anger	1: se infiere un bajo grado de enojo
2018-Es-03010	Que rabia con este guri	anger	3: se infiere un grado alto de enojo
2018-Es-00585	Ah no. Pasa lo mismo otra vez y me voy a enojar 	anger	2: se infiere un grado moderado de enojo
2018-Es-00103	“El batir de las alas de una mariposa puede provocar un huracán en otra parte del mundo”… #TheButterflyEffect	anger	0: no se infieren niveles de enojo
2018-Es-04153	@RodrigoR99 Y van por Zampedri parece.... tremendo 9	anger	0: no se infieren niveles de enojo
2018-Es-01391	Cuando estás enfadado con alguien, esa persona ocupa el 80% de tus pensamientos.	anger	1: se infiere un bajo grado de enojo
2018-Es-00402	@Jhendelyn Que terrible....  Casi se me quebraron los dientes y me da un infarto...  Qué mujer por Dios 😍😍😍	anger	1: se infiere un bajo grado de enojo
