ID	Tweet	anger	anticipation	disgust	fear	joy	love	optimism	pessimism	sadness	surprise	trust
2018-Es-05220	Tal vez Abraham tiene razón y debo hacerlo, pero soy muy cobarde esa es la verdad.	0	0	0	1	0	0	0	1	0	0	0
2018-Es-06776	La verdad prefiero a las personas honestas. Las mentiras están llenas de miedo e inseguridad, definitivamente no quiero eso en mi vida.	0	0	1	0	0	0	0	0	0	0	0
2018-Es-03911	Qué onda sonreír y que los cachetes te tapen la mitad del ojo?	0	1	0	0	1	0	0	0	0	0	0
2018-Es-02198	Un asco me quedo el pelo 😤😤	1	0	0	0	0	0	0	0	1	0	0
2018-Es-00290	Le dije a Joel que me avise cuando llegue a su casa, hace como dos horas se fue y todavía no le llegan los mensajes.. Preocupación modo on	0	0	0	1	0	0	0	0	0	0	0
2018-Es-02809	@JohannVera1 Opino que es bueno opinar hm JAHSKAAHHAJ okno :") estoy bien pinche nerviosa y no se porque	0	1	0	1	0	0	0	0	0	0	0
2018-Es-01459	Estoy muy orgulloso, saben.	0	0	0	0	1	0	1	0	0	0	1
2018-Es-02513	Ojalá Dios, ponga su mano para tener calma de la sed de venganza que puede continuar.	1	0	0	1	0	0	0	0	0	0	0
2018-Es-00558	Creas una dependencia de la verga por que extrañas a cierta persona, sus labios, su sonrisa, la luz de su mirada, sus caricias, sus chistes.	0	0	0	0	0	1	0	0	1	0	0
2018-Es-01647	PELEA AMIGOS A LOS PUÑOS UN PAR DE WANNABES CONTRA UN PERFIL FALSO JAJAJAJJAJAJAJAJJA	1	0	0	0	1	0	0	0	0	0	0
2018-Es-04823	Me tengo que hacer análisis, ya estoy sintiendo el llanto 	0	0	0	1	0	0	0	0	1	0	0
2018-Es-02732	[20/7 1:21] Juli: A ésta hora tendríamos que estar tomando [20/7 1:21] Juli: Chupadas [20/7 1:24] Juli: Yendonos en sangreeeee ✨FELIZ DÍA✨	0	0	0	0	1	0	0	0	0	0	0
2018-Es-02095	Esta demasiado orgullosa en verdad🌚	1	0	0	0	1	0	0	0	0	0	1
2018-Es-01909	No quisiera sentir celos pero lamentablemente no se me da.	0	0	0	0	0	0	0	1	0	0	0
2018-Es-01706	@FedericaaAraujo Me estabas echando por demostrarte mi amor. Estoy ofendido	1	0	0	0	0	0	0	0	0	0	0
2018-Es-00127	@lanaranja @ClubNaranjeros Jamás, mis propósitos son semanales 	0	0	0	0	0	0	1	0	0	0	1
2018-Es-00071	Cuando estes cansada de su inmadurez, aquí te esperaré...	0	0	0	0	0	0	1	1	0	0	0
2018-Es-06489	Es la primera vez que me pongo de nerviosa así jajj	0	0	0	1	1	0	0	0	0	0	0
2018-Es-01271	LO AME ❤️❤️  Pero fue estilizado y capaz los matan 😱😱 	0	0	0	1	0	1	0	0	0	1	0
2018-Es-05554	Menos mal mañana es festivo.	0	0	0	0	1	0	0	0	0	0	0
2018-Es-01499	Si la tristeza y el dolor continuarán mientras siga viviendo, ¿pero es normal? Yo quiero vivir con ese dolor. #feliz #lunes #felizlunes	0	0	0	0	1	0	1	0	1	0	0
2018-Es-04957	me siento muy frustrado conmigo mismo: me siento ansioso	1	0	0	0	0	0	0	0	0	0	0
2018-Es-03137	Hasta los webs de tanta burocracia, comisiones y getismo en general. Dan ganas de hacer de Michael Douglas en Un día de furia...	1	0	1	0	0	0	0	0	0	0	0
2018-Es-05868	NECESITO QUE SALGA EN SPOTIFY PARA PODER ESCUCHARLA QUE DESESPERACIÓN	0	1	0	0	0	0	0	0	1	0	0
2018-Es-04143	6TA⬆ 🚨¡HR SOLITARIO DE BELLAZETÍN!🚨 #ÁguilaDeVeracruz 2-9 #Sultanes ¡Vamos Rojos!🙌 #XSiempreÁguila ⚪🔴⚾💪	0	0	0	0	1	0	1	0	0	0	0
2018-Es-06038	Por qué los putos de @TwitterSupport me suspendieron mi cuenta @xhisho 	1	0	0	0	0	0	0	0	0	0	0
2018-Es-06373	Será que Rihanna estará preocupada por el pago del recibo de la luz? 🤔	0	1	0	0	0	0	0	0	0	0	0
2018-Es-04803	@Danan_Zen Me lo dejaron de tarea en el catecismo... 😃	0	0	0	0	0	0	0	0	0	0	0
2018-Es-06539	Nooo hoy quedo sola 	0	0	0	0	0	0	0	1	1	0	0
2018-Es-00131	La milsgros me mando un mensaje y me puso TE AMO , jamas en la vida me habia demostrado tanto amor.. estoy emocionada	0	0	0	0	1	1	0	0	0	0	0
2018-Es-03605	@LeSarcastico Esos "influencers" son un desmadre 	1	0	0	0	0	0	0	0	0	0	0
2018-Es-03329	@Daniel_ChefMX así que tómalo como algo psicológico, no de gordura 	1	0	0	0	0	0	0	0	0	0	0
2018-Es-00426	Están pasando los simpsons a esta fucking hora... Estoy felíz y enojado	1	0	0	0	1	0	0	0	0	0	0
2018-Es-01879	@_itsdesconocida Pues si pero porque cambias de tema disimuladamente 😑 	1	1	1	0	0	0	0	0	0	1	0
2018-Es-02317	@sophiareyest Asi son las Zorras ... 😂	1	0	1	0	0	0	0	0	0	0	0
2018-Es-03041	Ni un día me dura la pieza ordenada 	1	0	0	0	0	0	0	1	0	0	0
2018-Es-05366	#DanielSamperQEPD es una noticia lamentable  #SantosColombiaNoTeCree  #TodoEsCulpaDeLasFarrr	0	0	0	0	0	0	0	0	1	0	0
2018-Es-04011	tuve un lindo domingo 	0	0	0	0	1	0	1	0	0	0	0
2018-Es-00858	@AnitaBotwin Porque claro, esta gente son una grandísima banda peligrosa que maneja artefactos explosivos chungos. #Ironía	1	0	1	0	0	0	0	1	0	0	0
2018-Es-04142	Hablar de mi curso me da rabia y mucha tristeza al mismo tiempo	1	0	0	0	0	0	0	0	1	0	0
2018-Es-06141	@Jseute Las mejores personas llegan sin buscarlas.  😄	0	0	0	0	1	0	1	0	0	0	0
2018-Es-02519	@novaimperio @ROYALE_ARGENTO @CCRCUP Y para q lo hacen si concuerdan? 	0	0	0	0	0	0	0	0	0	0	0
2018-Es-06695	Abs espero volverlos a ver pronto 	0	1	0	0	1	0	1	0	0	0	0
2018-Es-05138	@ESTEFANIAAMARIL @ccemx @LosImpacientes 😱 ¡Padrísimo! La vamos a pasar de lo mejor ya verás ☺️🙈 ¡Feliz cumple adelantado! 😘	0	0	0	0	1	0	1	0	0	0	0
2018-Es-06055	@xFedrxgon quedo parada allí a un lado de la puerta claramente sintiendo aquel repugnante olor a alcohol en sus fosas nasales y aunque -->	0	0	1	0	0	0	0	0	0	0	0
2018-Es-01103	De los 7 tp que dio la de matemáticas  para el 2do trimestre solo entregue 1😂 Matemática a diciembre ya te siento 	0	0	0	0	1	0	0	1	0	0	0
2018-Es-06393	@som0scasualidad tú y to nacimos el mismo día y nos ha salido lo mismo......... 	0	0	0	0	0	0	0	0	0	0	0
2018-Es-04960	WOW HAN VISTO A PIQUÉ VOTANDO. COMO SE LE OCURRE VOTAR. FUERA DE LA SELECCIÓN ESPAÑOLA. (#ironía)	1	0	1	0	0	0	0	0	0	0	0
2018-Es-06490	@DanielaBlume ayer vi la fiesta Argentina en Gh, probaste el mate amargo bien argentino? Tienes que aprender a tomarlo para el desayuno😄	0	0	0	0	1	0	0	0	0	0	0
2018-Es-01594	@Esahoraonunca05 Que horror, lambusio	0	0	1	1	0	0	0	0	0	0	0
2018-Es-03337	Es la venganza de todos los tacos que comimos en Culiacán	1	0	0	0	0	0	0	1	0	0	0
2018-Es-02662	@KidGuilty @cathy @cokep Y cuando mató a otro q no me acuerdo pero una wna fue con su mamá al hospital de Buin 😂	0	0	0	0	1	0	0	0	0	0	0
2018-Es-00800	La dicha esta donde la eneuentras, muy rara vez donde la buscan. - J. Petit	0	0	0	0	1	0	1	0	0	0	0
2018-Es-03827	Es peligroso acostumbrarse a alguien.	0	0	0	0	0	0	0	1	0	0	0
2018-Es-02447	Me toco la mejor taxista, volumen justo y terremoto pa tu cola, olvídate que mujer tan agradable	0	0	0	0	1	0	0	0	0	0	0
2018-Es-04996	Y pesar de todo el es la única persona por la que me arriesgaría una vez más a amar.	0	0	0	0	0	1	0	0	0	0	0
2018-Es-04461	¡Gran susto en la casa de #MOParaguay!😱 ¿Ña Susy sonámbula? ¿Actividad paranormal? Se convirtió en Lobo😐😐https://t.co/5mpN73aILF @MOParaguay	0	0	0	1	0	0	0	0	0	0	0
2018-Es-01885	@antronco2082 Estaba fuera de peligro.	0	0	0	0	1	0	0	0	0	0	1
2018-Es-05353	Hoy, a pesar de los reclamos de miles de ciudadanos, el @INEMexico aprobó por unanimidad lineamientos para censurar las redes sociales.	1	0	1	0	0	0	0	0	0	0	0
2018-Es-01770	Quiero volver a ser amargada de nuevo.	1	0	0	0	0	0	0	1	1	0	0
2018-Es-00121	Uh me re emocione con esa canción 	0	0	0	0	1	0	0	0	0	0	0
2018-Es-03045	Me parece muy gracioso ver como las personas reaparecen en tu vida cuando les conviene	1	0	0	0	0	0	0	1	0	0	0
2018-Es-04262	¿Soy el único amargado que se le hace estúpido estarse contestando con puros memes?	1	0	1	0	0	0	0	1	0	0	0
2018-Es-03161	YO CREO que el único corto de casita del horror con kodos y kang que vale la pena es cuando maggie resulta ser su hija.	0	1	0	0	0	0	0	0	0	0	1
2018-Es-06734	Yo no cambió ni cambie por nadie ni nada😶 solamente quiero que se den cuenta porque me enojo de la nada .. no voy a decir nads	1	0	1	0	0	0	0	0	0	0	0
2018-Es-06041	Hirviendo de fiebre 😭😭😭	0	0	0	0	0	0	0	0	1	0	0
2018-Es-06408	¿Neta CDMX? 3 bloqueos en toda la ciudad. 3 pinches bloqueos y perder 3 horas en el tráfico. ¿Neta? 😠😠😠	1	0	1	0	0	0	0	0	0	0	0
2018-Es-04411	la satisfacción de hablar solo	0	0	0	0	1	0	0	0	0	0	1
2018-Es-04521	TUVE UN DIA TAN DE MIERDA Y LEER LO DE RICARDO ADRIÁN ME SACÓ TODA LA TRISTEZA	1	0	0	0	0	0	0	0	1	0	0
2018-Es-04073	💢Ssfa Puta  #Rabia🤦‍♀️: me siento enojada	1	0	0	0	0	0	0	0	0	0	0
2018-Es-01393	No puede ser q esa rubia q esta tremenda, se coma alto braza, dios mio, ahora si q deje de entender a las minas...	0	0	1	0	0	0	0	0	0	1	0
2018-Es-01863	Es que me dicen que comeré perche y se me pone una sonrisa de oreja a oreja❤️	0	0	0	0	1	0	0	0	0	0	0
2018-Es-03837	Viste cuando tenes un novio super celoso 	1	0	0	0	0	0	0	1	0	0	0
2018-Es-06643	La pelea de la playa de WW es un gustazo por mucho CGI que tenga <3	0	0	0	0	1	0	0	0	0	0	0
2018-Es-03913	@espefimbres igual pero con mi apa.. i have daddy issues okno 	0	0	0	0	0	0	0	0	0	0	0
2018-Es-03349	@camilaxwitness Eres una gobernada indignada entonces 🤷🏻‍♀️	1	0	1	0	0	0	0	0	0	0	0
2018-Es-02863	@miriwonderland Como en los viejos tiempos #nostalgia	0	0	0	0	0	0	0	0	1	0	0
2018-Es-05127	@blavkdog @cherflIoyd Pues nel, nomas nos vienes a insultar mejor dinos cosas bonitas.	1	0	1	0	0	0	0	0	0	0	0
2018-Es-05676	titi iba a poner la alarma en la calculadora JAJAJAJJA	0	0	0	0	1	0	0	0	0	0	0
2018-Es-03811	Me olvide la ansiedad	0	0	0	0	0	0	1	0	0	0	0
2018-Es-04024	Dormi bue mal fse 	1	0	0	0	0	0	0	0	1	0	0
2018-Es-04146	Me caga lo politicamente correcto, los progresistas y los democratas. Chinguen a su madre, dejenos insultar a todos en paz.	1	0	1	0	0	0	0	0	0	0	0
2018-Es-05096	cada vez que veo una peli de este tipo se me queda un vacio muy grande porque vaya vida mas aburrida tenemos en verdad	0	0	1	0	0	0	0	1	1	0	0
2018-Es-04796	@bdelamaza Cansado si Alexis cambia o no se club	1	1	0	0	0	0	0	0	0	0	0
2018-Es-02034	@jocelynmb_ Ya hubiera tumbado la puerta 	1	0	0	0	0	0	0	0	0	0	0
2018-Es-04775	@LadyRosalya No es eso Otra ve entraste en depresión o preocupación y eso es feo >^<   Tu mereces amor y ternura ♥	0	0	0	0	0	1	0	0	1	0	0
2018-Es-06488	Estoy re a full con todo de Ámbar. Y super nerviosa !!!!!! 😣😣	0	1	0	1	0	0	0	0	0	0	0
2018-Es-01094	"Rock of ages" de Tom Cruise en argumento no es tan buena, pero su soundtrack es espectacular. Para los amantes de la música de los 80s 	0	1	0	0	1	0	1	0	0	0	1
2018-Es-03889	@DavidManrique20 @mauropalacio10 @mauricio1143824 @stevenarce Sospechoso el penal que no quisieron pitar en el partido contra millonarios	0	0	0	0	0	0	0	0	0	1	0
2018-Es-02204	Que hp tiradero de risa ese tío mío jajaja	0	0	0	0	1	0	0	0	0	0	0
2018-Es-04037	@diegosaviola10 @Equidadfutbol @AmericadeCali Sufriendo y con la contención en el banco, perdió america por la terquedad de el Dt	1	0	1	0	0	0	0	0	0	0	0
2018-Es-01990	@SergioNovelli @hcapriles @ElNacionalWeb Condecorado, abandonado y preso MUY PRONTO	0	1	0	0	0	0	0	0	0	0	0
2018-Es-02107	@JSantrich_FARC Ganó o perdió peso?	0	0	0	0	0	0	0	0	0	0	0
2018-Es-05869	@anettemicheltv me podrías mandar un 💋 de Buenas Noches? 	0	1	0	0	1	1	0	0	0	0	0
2018-Es-05339	@juankfromchile En todo caso fue entretenida la conversación , buenas noches	0	0	0	0	1	0	1	0	0	0	0
2018-Es-00502	SIGO LLORANDO SANGRE POR EL SUICIDIO DE CHESTER!!!! WEY!!!!! NO PUEDO!!! ;;	0	0	0	0	0	0	0	0	1	0	0
2018-Es-05474	Tenéis el odio y el resentimiento inyectado en vena. Acojonáis.	1	0	1	0	0	0	0	0	0	0	0
2018-Es-00530	@FuriaRojaTV Torres es muy terco perdió en el estadio donde le gritan alos dt burro	1	0	0	0	0	0	0	0	0	0	0
2018-Es-00998	no soporto ver que maltraten a un animal o que lo maten para comerlo pero lamentablemente la carne es TAN rica	1	0	0	0	0	0	0	0	1	0	0
2018-Es-05530	@KiikaVell Mamalón...pero aburrido. XD	0	0	0	0	0	0	0	0	1	0	0
2018-Es-05022	No juzgues cada día por lo que cosechas, sino por lo que plantas. #Feliz inicio de semana.	0	0	0	0	1	0	1	0	0	0	0
2018-Es-05881	Y empeze a estar orgulloso de mi desde el año pasado que aprendi a soltar todo aquello que ya no se quiera quedar.	0	0	0	0	1	0	1	0	0	0	1
2018-Es-05787	¿Les ha pasado que alguna vez estas buscando tu lápiz y al final lo tienes en tu mano? Algo así pasa con la felicidad.	0	0	0	0	1	0	1	0	0	0	0
2018-Es-04115	Si me hablan no me enojo eh	1	0	0	0	0	0	0	0	0	0	0
2018-Es-00240	Ojalá hubieses podido resistir un poco más. La depresión y las drogas ganaron otra batalla... Descansa en paz.	0	0	0	0	0	0	0	0	1	0	0
2018-Es-04148	@LivSyk JAJAJAJAJAJA bueno, no es enojo, es molestia. Agh, es difícil. Hay más contras que pros. 😣	1	0	0	0	0	0	0	1	1	0	0
2018-Es-00806	Mc estar enojada con mi hermano porque veo algo y lo quiero etiquetar pero mi orgullo no me dejaaa	1	1	0	0	0	0	0	0	0	0	0
2018-Es-04780	Imaginense un mundo sin pastillas anticonceptivas numa que PESADILLA	1	0	1	1	0	0	0	0	0	0	0
2018-Es-00782	Arrepiéntete pescador 	1	0	1	0	0	0	0	0	0	0	0
2018-Es-03474	Encontré ropa en mi casa y tiene olor al perfume que usa mi profesora de química 	0	0	0	0	0	0	0	0	0	1	0
2018-Es-01491	Si empieza a llover no me enojo	0	1	0	0	0	0	0	0	0	0	0
2018-Es-01980	No seas demasiado dulce, porque te comerán; ni demasiado amargo, porque te despreciarán.	0	0	0	0	0	0	0	1	1	0	0
2018-Es-04145	Igual estoy enojada con vos😞😘@taranilla_naia	1	0	0	0	0	0	0	0	0	0	0
2018-Es-04444	Hoy le compre un regalo a mi ahijada, y la mina me dice "cuanto tiene tu beba" pero por dios q mujer desagradable jajajajaj	1	0	0	0	1	0	0	0	0	0	0
2018-Es-03523	Me acorde del momento de ayer e instantáneamente sonreí, enganchada? No, ni ahí 	0	1	0	0	1	0	0	0	0	0	0
2018-Es-03202	@GolDNakama Probablemente los personajes de ese anime son de la raza de Cuellos de Serpiente. Al parecer se escaparon a otra serie 	0	0	0	0	0	0	0	0	0	0	0
2018-Es-02162	Que horror es querer dormir con este sentimiento 😖	0	0	0	0	0	0	0	0	1	0	0
2018-Es-05723	Acabo de dedicarle una historia de insta al crush y lo mejor es que creo que el crush sabe que es crush y llorará cuando lo vea(no)	0	1	0	0	0	0	0	0	1	0	0
2018-Es-02739	Extraño muchisimo a Nacho 	0	0	0	0	0	0	0	0	1	0	0
2018-Es-04977	...y aquí estoy, mirando la pelea de los bastardos. #GameOfThrones	0	1	0	0	0	0	0	0	0	1	0
2018-Es-03709	@alvarojoa28 Feliz día amiguito ♥️	0	0	0	0	1	1	0	0	0	0	0
2018-Es-02750	Mi amigo y su novia cuando toman se desconectan bien cabron y si se pelean, se agarran hasta a madrazos. Ayer fue uno de eso días 😩😳 	1	0	1	0	0	0	0	0	1	0	0
2018-Es-01149	Pandi 🦄✋🍃  -Osos(? -Kard -Una acc fav  -agradable persona ahre  No llegó a 5💔	0	0	0	0	1	0	0	0	1	0	0
2018-Es-00728	La risa de pelotudo no te la robo mostri👌😂😝	1	0	0	0	1	0	0	0	0	0	0
2018-Es-00267	TE VALGO VERGA AMA porque no veo que me lleves por jeringas 	1	0	0	0	0	0	0	0	1	0	0
2018-Es-02564	La fundadora de mi academia de piano es una señora viejita y orgullosa de sus éxitos. Espero poder llegar a ser como ella!!	0	0	0	0	1	0	1	0	0	0	1
2018-Es-05573	Millones de razones para sonreír & darle gracias a dios por todos ✨	0	0	0	0	1	0	1	0	0	0	0
2018-Es-02451	@Julio_Camejo @multimediostv @LisVega Sr. Julio camejo ke no le influya chavana se ve ke los kiere intimidar.	0	0	0	0	0	0	0	0	0	0	0
2018-Es-03205	Tengo tanto miedo a perderte, que prefiero morirme ahora para no perderte nunca. 	0	0	0	1	0	0	0	0	0	0	0
2018-Es-06297	@rafael_lombardo Valió la pena!!!	0	0	0	0	1	0	1	0	0	0	1
2018-Es-05889	Estoy tan desesperado que le escribiría a alguna fea de Facebook	0	0	0	1	0	0	0	1	1	0	0
2018-Es-01918	@Ricardo10y9 Te gusta como juega ALIANZA?	0	1	0	0	0	0	0	0	0	0	0
2018-Es-01267	HOLAA, TE VI CAMINANDO EN LO OSCURO SOLA, EN ESTE JUEGO TU TIENES LA BOLA, QUIERO COMERTE COMPLETITA SOLAA, QUIERO COMERTE COMPLETITA SOLAAA	0	1	0	0	0	1	0	0	0	0	0
2018-Es-05651	@milaaagros2 @BrisaBaier no te conviene, es una pesadilla esta piba jajajaja	0	0	1	0	1	0	0	0	0	0	0
2018-Es-00984	« daño que le hiciera a pesar de ser un crío desde su punto de vista. Ni cómo podía acabar. Volvió a pegarle una vez más, esta vez en la »	1	0	0	0	0	0	0	0	0	0	0
2018-Es-04813	Ahora me agrego a snap 	0	0	0	0	0	0	0	0	0	0	0
2018-Es-02053	Tremendo asco me da cuando me lo nombran.	1	0	1	0	0	0	0	0	0	0	0
2018-Es-01554	@MiicaaJunior Que ni culo inquieto es😒😂	1	0	0	0	1	0	0	0	0	0	0
2018-Es-04596	@Naano_MB Jajajajajajaja estamos enfermos 	0	0	0	0	1	0	0	0	0	0	0
2018-Es-00801	Copia de seguridad: recreo para fijarte twitter	0	0	0	0	0	0	0	0	0	0	0
2018-Es-03681	✴Feliz Día ✴  para quienes se considera un amigo..	0	0	0	0	1	0	0	0	0	0	0
2018-Es-04353	Mis amigos lo son todo, ojalá nunca me falten. ¡Feliz día! Los amo ❤️	0	0	0	0	1	1	0	0	0	0	0
2018-Es-06259	Nube, regresame las estrellas yo quiero encontrar la más brillante de ellas,  sueña corazón💙😇🎶	0	0	0	0	1	1	0	0	0	0	0
2018-Es-00937	@laufer4 @balfederico Muero x saber q pasó hoy en la sentencia.  Muero x saber q pasará mañana en LAM #miedo	0	1	0	1	0	0	0	0	0	0	0
2018-Es-01209	Es la pendejada mas grande dicha por ti	1	0	1	0	0	0	0	0	0	0	0
2018-Es-01921	tremenda siesta jajajajajajaja me voy a la mierda siempre me despierto a cualquier hora	0	0	0	0	1	0	0	0	0	0	0
2018-Es-05203	@NekoJitaBlog Pues eso, que él defiende que deben dormirse en su cama... 	0	0	0	0	0	0	0	0	0	0	0
2018-Es-00277	@SANTItoSANTI @mariobautista_ Merece lo mejor del mundo, es un ángel y siempre estaré orgullosa de apoyarlo :')❤	0	0	0	0	1	1	0	0	0	0	1
2018-Es-00540	@joserubensentis Que puede salir mal??? #Ironia	1	1	0	0	0	0	0	1	0	0	0
2018-Es-00233	Subió un chico lindo al bondi y no pare de mirarlo hasta que se acercó más y baje la mirada. Así de cagona soy. Me defraude a mi misma	1	0	0	1	0	0	0	1	1	0	0
2018-Es-01226	"Estaba rico" ( era tremendo verde yazmin que asco)	0	0	1	0	0	0	0	1	0	0	0
2018-Es-03996	Si Cataluña tuviera un dictador como Maduro mañana se celebraría el referendo con toda normalidad y mas aun, con apoyo del gobierno.#Ironía	1	0	1	0	0	0	0	0	0	0	0
2018-Es-00343	@milebebe claro, mira el tolima perdió con nosotros por igual marcador y hoy ganó	0	0	0	0	1	0	0	0	0	0	0
2018-Es-05093	Mira eh,Si el dia ya lo tenia malo,me faltaba tener a @DanielaBlume "enfadada" por comentarios estupidos. 😡😡😡😡😡😡😡	1	0	0	0	0	0	0	0	0	0	0
2018-Es-02536	Jajajaja soy un paranoico de mierda 😅	0	0	0	1	1	0	0	1	1	0	0
2018-Es-05590	#DeNocheenlaCiudad @LeonardoUrregoM  sin duda alguna la sorpresa de la noche fue la canción que interpretó @CamVelandia de @piso21music	0	0	0	0	1	0	0	0	0	0	0
2018-Es-00255	No coger los auriculares ha sido totalmente ilegal 	1	0	0	0	0	0	0	0	0	0	0
2018-Es-04600	Estoy muy preocupado 😢 Solo espero que se recupere pronto	0	0	0	1	0	0	0	0	1	0	0
2018-Es-01636	q bien va sanidad en Andalucía ❤❤❤❤❤ #ironico	0	0	1	0	0	0	0	1	0	0	0
2018-Es-06806	@HeavyDirtyLine_ ¡¡¡FELIZ CUMPLEAÑOS!!! Fuiste una de las primeras personas que conocí y aunque casi no nos hablemos te tengo en mi corazón.	0	0	0	0	1	1	0	0	0	0	1
2018-Es-00884	Murió en el apogeo de su carrera. Ahora está en el cielo cantando junto a Amy Winehouse y mientras Hendrix toca la guitarra. #QEPDLeTongue	0	0	0	0	0	0	0	0	1	0	0
2018-Es-06487	Lo bacán de ser más patito feo que divina es que jamás vas a encontrar a alguien haciéndote pasar por ti. PUNTO A MI FAVOR 	0	0	0	0	1	0	1	0	0	0	1
2018-Es-01604	@Profeco buenas noches, donde podria levantar una queja de un equipaje dañado que no me quiere pagar @viajaVolaris? Tengo todas las pruebas!	1	1	0	0	0	0	0	0	0	0	0
2018-Es-04182	Llevarle comida a tu novio y verle esa carita de felicidad 🙈❤️	0	0	0	0	1	1	0	0	0	0	0
2018-Es-06811	No importa cuán enojado o triste me sienta, jamás te pediría que te alejes o me dejes solo.	1	0	0	0	0	0	0	0	1	0	0
2018-Es-03868	!Miedo!,tuve miedo de encontrarla - 	0	0	0	1	0	0	0	0	0	0	0
2018-Es-06861	@albertoperezs90 Ya aguantas más que yo y eso que no fumo 	0	0	0	0	0	0	0	0	0	1	1
2018-Es-03178	@Gabymarr_10 Jajaja chistosa 😂😂😂😂 En nuestro caso no aplica eso jajajaja	0	0	0	0	1	0	0	0	0	0	0
2018-Es-03215	@Enanin_V Tristemente sí :(	0	0	0	0	0	0	0	0	1	0	0
2018-Es-06436	Si las lluvias continúan, como de hecho ocurrirá, cuántas obras públicas más están en peligro de colapsar?	0	1	0	0	0	0	0	0	0	0	0
2018-Es-03217	@PauDybala_JR @douglascosta Tremenda dupla se viene 😍 @juniorarias92	0	1	0	0	1	0	0	0	0	0	0
2018-Es-03954	Que resentida no? Por favorrrr, el negrito algo de razon tenia al decirme que sos una traumada barbara.	1	0	1	0	0	0	0	1	0	0	0
2018-Es-06164	En vez de estar abandonada y aborrecida, tanto que nadie pasaba por ti, haré que seas una gloria eterna, el gozo de todos los siglos.	0	0	0	0	0	0	1	0	0	0	0
2018-Es-01265	@obrienftme_ pero aun asi tengo 	0	0	0	0	0	0	1	0	0	0	1
2018-Es-04344	En realidad mi cumpleaños me chupa un huevo, solamente me aprovecho de ese tabú para comer muchas cosas 	1	0	0	0	0	0	1	0	0	0	0
2018-Es-00236	@MeyerAna Porqué esa cara de susto no pasa nada	0	0	0	1	0	0	0	0	0	0	0
2018-Es-02850	Ante última alarma 👐😍 #LaFelicidaaaat	0	0	0	0	1	0	1	0	0	0	0
2018-Es-06638	que terrible extrañarrrr!!!que me pasaa 🙄🙄	0	0	0	0	0	0	0	0	1	0	0
2018-Es-05359	@martamonpi Para nada!! Si he sonado enfadada, lo siento. ☺️	0	0	0	0	0	0	0	0	0	0	1
2018-Es-02361	#ndc soy una minita re pacífica ,cero rencores ,pero me encanta el gustito de la venganza.	1	0	0	0	1	0	0	0	0	0	0
2018-Es-05287	uy dios solo porque estoy 💍 no me lo quiere decir, lo odio😠	1	0	0	0	0	0	0	0	0	0	0
2018-Es-01588	Simplemente corruptos e infames los diputados, cubriendo sus espaldas #NoMásCorrupción #enojado #triste #Guatemala	1	0	1	0	0	0	0	0	0	0	0
2018-Es-02532	@SoyQuemero_web una cancion dice HAY VIENE EL NEGRO RAMON BAILANDO ALEGRE EL BAYON	0	0	0	0	1	0	0	0	0	0	0
2018-Es-00859	Dichosas las niñas que no tienen las axilas manchadas jajaja 😟	0	0	0	0	1	0	0	0	1	0	0
2018-Es-02226	@NQueipul Chamuyatelo! 😉 Debe tener plata! 	0	0	0	0	1	0	0	0	0	0	0
2018-Es-01368	de ti quiero mas bellaquera menos timidez	0	1	0	0	1	0	1	0	0	0	0
2018-Es-06704	tus nervios, tu timidez, das ternura cosaa.	0	0	0	0	0	1	0	0	0	0	0
2018-Es-04894	#Terror  Por un simple bostezo se tragó una araña que anidó tras su epiglotis y desde allí gobernó el resto de su vida. Murió en tres días.	0	0	0	1	0	0	0	0	1	0	0
2018-Es-03656	2 días para el lanzamiento de #miedo @CGaitanOficial qué ganas enormes de escucharla 👄💕	0	1	0	1	0	0	0	0	0	0	0
2018-Es-04955	Estás escuchando radio y de pronto aparece tu voz y te da como susto escucharte a ti mismo... Llevo algunos años en esto y no me acostumbro	0	0	0	1	0	0	0	0	0	1	0
2018-Es-06548	La desesperación escucha indiferencia en silencios que no son más que desamor  #MiercolesDeGanarSeguidores	0	1	0	0	0	0	0	0	1	0	0
2018-Es-00492	@guiseverino4 Cala boca 😡	1	0	0	0	0	0	0	0	0	0	0
2018-Es-06883	Ganas de decirte lo que me pasa con vos no me faltan  Pero AY QUE COBARDE QUE SOY	1	0	0	0	0	0	0	1	0	0	0
2018-Es-00339	@Frantuitti Te llevarás mejor con mi mamá xd ven a ver sus dramas a la casa... Lo ama con pasión y locura 	0	0	0	0	1	1	0	0	0	0	0
2018-Es-06913	@jbryan_x Fui a verla el año pasado y tuvo su toque divertido pero esperaba más, ya veremos cómo va esta 😃	0	1	0	0	1	0	1	0	0	0	0
2018-Es-06779	Me acaban de "insultar" diciéndome Maluma y pos na'a que ver	1	0	0	0	0	0	0	0	0	0	0
2018-Es-00171	Sabias que cuando estás enfadado con alguien, esa persona ocupa el 80 % de tus pensamientos.	1	1	0	0	0	0	0	0	0	0	0
2018-Es-04116	@DanyArguello3 Cama y tele 😥	0	0	0	0	0	0	0	0	1	0	0
2018-Es-05480	Hoy si me di gusto jugando xbox	0	0	0	0	1	0	0	0	0	0	0
2018-Es-00151	No debe haber cosa mas linda que ver a la gente sonreír !!	0	0	0	0	1	0	1	0	0	0	0
